transaction_id,amount,failure_reason,attempt_number,root_cause,cause_category,nature,confidence,recommended_direction
TXN_004306,4695.62,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004307,2795.59,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004309,1333.55,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004310,7766.35,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004312,1051.49,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004317,1237.34,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004323,2946.47,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004324,1279.06,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004326,1028.65,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004328,853.74,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004334,4796.13,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004335,3617.7,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004339,5283.06,expired_card,2,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004345,565.25,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004348,2455.74,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004350,545.44,expired_card,1,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004353,5901.58,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004357,1869.14,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004362,2734.31,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004366,1070.89,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004368,2361.36,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004375,136.88,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004382,5023.17,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004387,1513.84,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004388,2147.15,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004389,7820.32,bank_timeout,3,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate
TXN_004391,3483.93,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004393,1001.61,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004394,5408.06,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004401,840.07,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004405,1378.5,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004406,1920.59,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004407,2126.79,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004411,776.59,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004413,3288.28,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004418,2681.59,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004421,2887.1,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004427,1276.77,authentication_failure,2,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004429,4375.85,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004431,3144.98,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004432,1366.64,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004437,863.95,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004438,4318.28,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004443,614.46,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004444,6205.69,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004449,3952.01,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004450,1080.2,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004452,1792.04,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004456,2559.98,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004465,6341.49,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004469,1252.78,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004472,2146.41,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004475,9058.01,insufficient_funds,3,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.97,alternate_payment
TXN_004476,3872.51,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004478,1774.68,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004481,1191.43,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004482,2943.66,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004486,5271.14,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004488,2045.21,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004491,4427.85,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004497,1957.14,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004498,2320.84,network_error,3,Payment network connectivity failure,BANK_OR_NETWORK,persistent,0.93,escalate
TXN_004499,4131.99,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004502,1196.03,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004505,12111.88,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004506,3255.76,bank_declined,3,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.94,alternate_payment
TXN_004509,930.0,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004512,12624.0,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004515,1690.7,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004522,24153.14,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004523,23373.92,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004526,1532.03,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004527,848.9,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004532,6226.25,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004535,2788.64,insufficient_funds,3,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.97,alternate_payment
TXN_004540,7075.16,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004542,1654.84,expired_card,1,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004547,2305.62,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004550,4566.62,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004551,3834.64,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004558,3548.05,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004559,6228.44,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004561,1892.16,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004563,2734.17,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004569,2096.96,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004570,413.7,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004574,3073.04,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004578,5983.58,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004580,2457.96,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004586,2361.38,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004596,1800.77,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004602,2601.73,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004603,1107.33,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004611,1245.61,network_error,3,Payment network connectivity failure,BANK_OR_NETWORK,persistent,0.93,escalate
TXN_004612,1841.49,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004614,6421.36,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004617,1385.82,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004620,9157.52,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004621,2376.97,expired_card,2,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004624,6783.75,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004625,2647.52,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004627,5567.69,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004629,2228.65,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004632,1357.85,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004634,5336.25,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004637,1140.76,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004639,978.92,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004640,665.08,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004641,1751.22,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004648,2282.38,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004650,2107.81,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004654,1475.31,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004657,1028.31,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004658,1738.97,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004659,1587.03,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004664,2655.06,expired_card,2,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004665,733.31,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004666,1205.75,bank_declined,3,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.94,alternate_payment
TXN_004667,6195.2,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004670,5208.3,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004671,1488.18,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004675,6056.9,expired_card,1,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004678,6066.4,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004680,759.75,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004682,1970.99,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004684,1053.26,expired_card,1,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004691,3457.97,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004693,1417.73,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004695,966.87,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004697,4698.57,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004700,520.27,insufficient_funds,3,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.97,alternate_payment
TXN_004705,3200.88,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004706,2461.28,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004711,4955.26,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004712,1144.6,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004715,3897.21,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004718,2212.88,authentication_failure,2,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004719,3957.18,bank_timeout,3,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate
TXN_004721,1474.33,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004727,9243.85,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004728,1560.81,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004731,723.49,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004732,1792.2,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004736,2179.03,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004737,4594.46,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004744,1580.13,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004745,3010.92,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004750,4472.15,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004752,3095.57,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004755,844.71,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004756,4047.17,expired_card,1,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004759,1758.08,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004760,2625.17,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004766,113.37,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004769,1774.45,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004770,3983.1,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004772,3211.61,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004774,1300.33,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004782,5289.96,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004784,5099.11,authentication_failure,2,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004787,2003.68,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004792,5680.99,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004794,1108.06,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004799,7121.5,expired_card,1,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004810,7645.43,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004814,1611.77,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004817,414.61,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004818,4765.64,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004826,3302.51,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004829,6054.13,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004833,1093.06,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004842,4943.94,authentication_failure,2,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004846,5575.44,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004847,1662.42,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004849,4746.67,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004851,11263.07,expired_card,2,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_004852,1974.26,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004855,1235.49,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004859,1261.13,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004860,488.74,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004866,2008.76,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004868,2054.61,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004871,5569.74,bank_timeout,3,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate
TXN_004878,19280.68,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004879,496.73,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004887,4520.47,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004888,5242.55,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004891,1519.05,network_error,2,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry
TXN_004894,1722.06,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004895,3233.53,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004901,2980.03,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004905,1161.41,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004907,2647.66,authentication_failure,2,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004910,2693.89,authentication_failure,2,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004911,8992.12,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004915,2222.22,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004917,1249.0,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004920,4192.64,insufficient_funds,2,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004926,368.01,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004931,5459.59,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004941,1512.28,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004943,2377.96,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004944,1182.47,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004949,4415.22,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004953,2393.94,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004954,1291.39,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004957,2836.88,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004958,4155.83,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004964,1480.5,insufficient_funds,1,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment
TXN_004968,1222.26,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004970,432.84,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004974,3955.93,bank_declined,3,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.94,alternate_payment
TXN_004975,927.89,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004981,1537.97,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_004984,830.34,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_004986,11272.83,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004987,11931.81,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004988,3407.3,authentication_failure,2,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_004991,6723.26,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_004993,1565.22,bank_timeout,3,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate
TXN_004994,4416.29,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_004995,6420.22,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_005000,1977.27,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_005008,2952.08,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_005012,6841.39,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_005013,6021.42,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_005018,1049.16,bank_timeout,3,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate
TXN_005024,3583.34,expired_card,1,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment
TXN_005040,1902.0,bank_declined,2,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_005047,13611.05,authentication_failure,1,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action
TXN_005049,1770.53,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_005052,371.08,bank_timeout,1,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry
TXN_005056,615.35,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_005057,3391.7,bank_timeout,2,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry
TXN_005064,3445.44,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_005069,3810.44,bank_timeout,3,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate
TXN_005074,659.1,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_005075,2720.81,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_005076,2082.97,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_005077,5644.82,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_005078,3217.41,bank_declined,1,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment
TXN_005081,3412.64,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
TXN_005082,6064.59,network_error,1,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry
