transaction_id,recovery_eligible,recovery_action,recovery_probability,recovered,recovered_amount,intervention_cost,recovery_time_minutes
TXN_002880,True,alternate_payment,0.4556,True,910.07,0.3,121.0
TXN_002883,True,retry_later,0.4556,True,1060.17,0.25,145.0
TXN_002884,True,retry_later,0.7387,True,1872.17,0.25,6.0
TXN_002886,False,stop,0.03,False,0.0,0.0,
TXN_002895,True,retry_later,0.6203,True,11056.23,0.25,57.0
TXN_002897,True,retry_later,0.6735,False,0.0,0.25,
TXN_002900,False,stop,0.1876,False,0.0,0.0,
TXN_002904,True,retry_now,0.97,True,3518.74,0.5,76.0
TXN_002907,True,retry_later,0.7924,True,2240.43,0.25,113.0
TXN_002918,True,retry_later,0.6648,True,3670.56,0.25,47.0
TXN_002922,True,retry_later,0.6354,True,10457.96,0.25,17.0
TXN_002923,True,stop,0.617,False,0.0,0.0,
TXN_002925,True,retry_now,0.8991,True,21214.12,0.5,175.0
TXN_002927,True,retry_later,0.5259,True,7735.33,0.25,156.0
TXN_002928,True,escalate,0.3602,True,1244.57,10.0,49.0
TXN_002932,True,escalate,0.3846,True,897.98,10.0,139.0
TXN_002939,True,retry_later,0.7368,True,2236.75,0.25,23.0
TXN_002940,True,retry_later,0.5918,True,2775.18,0.25,32.0
TXN_002941,True,retry_later,0.6407,True,2019.98,0.25,8.0
TXN_002942,True,escalate,0.421,False,0.0,10.0,
TXN_002943,True,send_reminder,0.4674,False,0.0,0.1,
TXN_002944,True,send_reminder,0.6133,False,0.0,0.1,
TXN_002948,True,retry_later,0.7173,False,0.0,0.25,
TXN_002964,True,retry_later,0.7829,True,1918.34,0.25,126.0
TXN_002965,True,send_reminder,0.4591,True,6599.34,0.1,116.0
TXN_002966,True,retry_later,0.7397,True,1867.13,0.25,104.0
TXN_002967,True,send_reminder,0.5239,True,1550.97,0.1,47.0
TXN_002973,True,escalate,0.3731,False,0.0,10.0,
TXN_002975,True,retry_later,0.648,True,6746.99,0.25,58.0
TXN_002982,True,escalate,0.235,True,4179.03,10.0,126.0
TXN_002984,True,stop,0.3459,False,0.0,0.0,
TXN_002985,True,send_reminder,0.5194,False,0.0,0.1,
TXN_002992,True,escalate,0.2735,False,0.0,10.0,
TXN_002996,False,alternate_payment,0.0722,False,0.0,0.3,
TXN_003001,True,escalate,0.3097,False,0.0,10.0,
TXN_003004,True,retry_now,0.8851,True,3657.69,0.5,154.0
TXN_003006,True,retry_later,0.6053,True,3377.34,0.25,12.0
TXN_003007,True,retry_later,0.6324,True,1194.15,0.25,166.0
TXN_003010,True,retry_later,0.5934,True,1013.09,0.25,137.0
TXN_003011,True,retry_now,0.8754,True,2776.76,0.5,61.0
TXN_003013,True,retry_later,0.7715,True,600.7,0.25,120.0
TXN_003025,False,alternate_payment,0.0842,False,0.0,0.3,
TXN_003028,True,escalate,0.2013,True,4523.86,10.0,93.0
TXN_003032,True,escalate,0.3533,True,1508.84,10.0,38.0
TXN_003034,True,stop,0.6997,False,0.0,0.0,
TXN_003048,True,retry_later,0.8286,True,7291.49,0.25,116.0
TXN_003050,True,retry_later,0.7913,True,6496.93,0.25,16.0
TXN_003053,True,retry_later,0.8215,True,2442.08,0.25,68.0
TXN_003055,True,retry_later,0.6491,True,3489.75,0.25,128.0
TXN_003059,True,escalate,0.3858,True,3601.29,10.0,129.0
TXN_003061,True,retry_later,0.5924,False,0.0,0.25,
TXN_003064,True,retry_later,0.6945,True,1289.89,0.25,61.0
TXN_003071,True,retry_later,0.5005,True,4869.87,0.25,114.0
TXN_003074,True,retry_later,0.4662,False,0.0,0.25,
TXN_003075,True,escalate,0.4196,True,1000.98,10.0,151.0
TXN_003078,True,send_reminder,0.5849,True,2056.33,0.1,100.0
TXN_003086,True,escalate,0.4292,False,0.0,10.0,
TXN_003087,True,send_reminder,0.6713,True,1225.31,0.1,26.0
TXN_003091,True,retry_now,0.9093,True,2979.65,0.5,94.0
TXN_003095,True,escalate,0.325,True,2679.17,10.0,20.0
TXN_003097,True,retry_later,0.4547,True,506.52,0.25,23.0
TXN_003098,True,retry_now,0.97,True,660.41,0.5,38.0
TXN_003100,False,stop,0.1999,False,0.0,0.0,
TXN_003105,True,retry_later,0.7271,True,4693.08,0.25,136.0
TXN_003108,True,stop,0.5052,False,0.0,0.0,
TXN_003117,True,stop,0.3876,False,0.0,0.0,
TXN_003119,True,retry_later,0.4984,True,2590.5,0.25,47.0
TXN_003120,True,send_reminder,0.7539,True,20203.47,0.1,33.0
TXN_003121,True,escalate,0.2853,False,0.0,10.0,
TXN_003122,True,alternate_payment,0.4189,False,0.0,0.3,
TXN_003126,True,alternate_payment,0.2883,False,0.0,0.3,
TXN_003134,True,escalate,0.3677,False,0.0,10.0,
TXN_003135,True,send_reminder,0.451,False,0.0,0.1,
TXN_003136,True,retry_later,0.8463,True,8424.6,0.25,85.0
TXN_003139,True,escalate,0.3945,False,0.0,10.0,
TXN_003142,True,retry_later,0.812,True,3015.15,0.25,129.0
TXN_003144,True,retry_later,0.6118,False,0.0,0.25,
TXN_003147,True,retry_later,0.7936,True,4405.42,0.25,152.0
TXN_003148,True,retry_now,0.9332,True,2617.51,0.5,160.0
TXN_003151,False,stop,0.0391,False,0.0,0.0,
TXN_003152,True,retry_later,0.5932,True,3229.04,0.25,64.0
TXN_003153,True,retry_later,0.7542,False,0.0,0.25,
TXN_003159,True,retry_later,0.4557,True,3584.84,0.25,111.0
TXN_003163,True,retry_now,0.9521,True,1249.4,0.5,31.0
TXN_003167,True,retry_now,0.8584,False,0.0,0.5,
TXN_003170,True,retry_later,0.7927,True,6231.97,0.25,65.0
TXN_003173,True,retry_later,0.6998,True,3107.48,0.25,35.0
TXN_003176,True,retry_later,0.4933,False,0.0,0.25,
TXN_003184,True,escalate,0.3179,False,0.0,10.0,
TXN_003185,True,send_reminder,0.5541,False,0.0,0.1,
TXN_003188,True,retry_now,0.97,True,2999.14,0.5,66.0
TXN_003189,True,escalate,0.3836,False,0.0,10.0,
TXN_003190,True,escalate,0.3468,False,0.0,10.0,
TXN_003192,True,retry_later,0.7268,False,0.0,0.25,
TXN_003201,True,escalate,0.2881,False,0.0,10.0,
TXN_003202,True,retry_later,0.7387,True,2144.02,0.25,163.0
TXN_003203,True,retry_later,0.586,True,1203.27,0.25,33.0
TXN_003204,True,retry_later,0.4911,False,0.0,0.25,
TXN_003205,True,retry_later,0.7117,True,3197.06,0.25,35.0
TXN_003206,True,retry_later,0.5341,True,2152.49,0.25,20.0
TXN_003209,False,stop,0.0911,False,0.0,0.0,
TXN_003214,True,retry_later,0.6767,True,3406.5,0.25,72.0
TXN_003218,True,escalate,0.2194,False,0.0,10.0,
TXN_003223,True,retry_now,0.9123,True,1666.96,0.5,6.0
TXN_003227,True,send_reminder,0.6727,False,0.0,0.1,
TXN_003238,True,retry_later,0.4743,True,1194.07,0.25,7.0
TXN_003239,True,retry_later,0.8455,True,2464.59,0.25,173.0
TXN_003245,True,retry_later,0.6345,False,0.0,0.25,
TXN_003246,True,retry_later,0.5211,False,0.0,0.25,
TXN_003251,False,alternate_payment,0.1343,False,0.0,0.3,
TXN_003255,True,retry_later,0.7692,True,1472.74,0.25,112.0
TXN_003256,True,escalate,0.2959,False,0.0,10.0,
TXN_003267,True,send_reminder,0.7157,True,1547.26,0.1,21.0
TXN_003271,True,escalate,0.4456,False,0.0,10.0,
TXN_003272,True,retry_later,0.5943,False,0.0,0.25,
TXN_003274,False,alternate_payment,0.1806,False,0.0,0.3,
TXN_003275,True,retry_later,0.5273,True,2151.09,0.25,59.0
TXN_003278,True,alternate_payment,0.2445,False,0.0,0.3,
TXN_003297,True,retry_later,0.6401,True,1061.93,0.25,41.0
TXN_003305,True,retry_later,0.6228,True,4200.6,0.25,1.0
TXN_003312,True,retry_later,0.6581,False,0.0,0.25,
TXN_003315,True,escalate,0.4032,False,0.0,10.0,
TXN_003329,True,retry_later,0.4762,False,0.0,0.25,
TXN_003330,True,retry_later,0.8418,True,1647.07,0.25,15.0
TXN_003331,True,escalate,0.4481,True,1614.08,10.0,65.0
TXN_003333,True,escalate,0.2849,False,0.0,10.0,
TXN_003338,False,stop,0.1983,False,0.0,0.0,
TXN_003351,True,retry_now,0.97,True,1370.9,0.5,154.0
TXN_003353,True,send_reminder,0.5694,False,0.0,0.1,
TXN_003356,True,retry_later,0.7576,True,13584.16,0.25,25.0
TXN_003357,True,retry_later,0.7885,True,499.91,0.25,14.0
TXN_003358,True,escalate,0.3002,True,5007.48,10.0,159.0
TXN_003360,True,retry_later,0.6478,True,4215.7,0.25,63.0
TXN_003364,True,retry_later,0.7229,True,1265.59,0.25,145.0
TXN_003366,True,retry_later,0.6907,True,2100.04,0.25,161.0
TXN_003367,True,retry_later,0.4693,True,6765.17,0.25,12.0
TXN_003369,True,retry_later,0.739,True,3249.09,0.25,62.0
TXN_003370,True,stop,0.5662,False,0.0,0.0,
TXN_003378,True,retry_later,0.8402,True,782.28,0.25,20.0
TXN_003379,True,escalate,0.3369,False,0.0,10.0,
TXN_003382,False,stop,0.0839,False,0.0,0.0,
TXN_003391,True,retry_later,0.573,False,0.0,0.25,
TXN_003393,True,escalate,0.4,True,2285.17,10.0,110.0
TXN_003394,True,retry_later,0.78,True,1719.54,0.25,140.0
TXN_003399,True,retry_later,0.6915,True,3267.07,0.25,75.0
TXN_003401,True,send_reminder,0.5415,False,0.0,0.1,
TXN_003402,True,stop,0.4668,False,0.0,0.0,
TXN_003407,True,escalate,0.2617,False,0.0,10.0,
TXN_003408,True,retry_later,0.6996,True,8108.55,0.25,36.0
TXN_003410,True,retry_later,0.7327,True,1475.96,0.25,99.0
TXN_003414,True,retry_now,0.8628,True,1879.97,0.5,6.0
TXN_003416,True,retry_now,0.8586,True,3656.53,0.5,128.0
TXN_003418,True,retry_later,0.5932,True,2202.59,0.25,42.0
TXN_003420,True,retry_later,0.6864,False,0.0,0.25,
TXN_003423,True,retry_later,0.6855,True,402.53,0.25,50.0
TXN_003430,True,retry_later,0.8444,True,948.06,0.25,42.0
TXN_003435,True,escalate,0.4306,True,2133.16,10.0,99.0
TXN_003436,True,retry_later,0.6785,True,928.71,0.25,142.0
TXN_003440,True,stop,0.4896,False,0.0,0.0,
TXN_003441,True,retry_later,0.5595,False,0.0,0.25,
TXN_003442,True,retry_now,0.8636,True,363.37,0.5,21.0
TXN_003444,True,send_reminder,0.5126,False,0.0,0.1,
TXN_003445,True,escalate,0.3502,True,2007.76,10.0,166.0
TXN_003449,True,send_reminder,0.497,False,0.0,0.1,
TXN_003452,True,retry_later,0.5644,False,0.0,0.25,
TXN_003453,True,escalate,0.3643,True,7021.95,10.0,36.0
TXN_003459,True,retry_now,0.9627,True,5419.79,0.5,44.0
TXN_003461,True,retry_later,0.6114,True,1832.68,0.25,81.0
TXN_003470,True,retry_later,0.6563,False,0.0,0.25,
TXN_003478,True,escalate,0.3767,False,0.0,10.0,
TXN_003479,True,retry_later,0.798,False,0.0,0.25,
TXN_003486,False,stop,0.1791,False,0.0,0.0,
TXN_003489,True,alternate_payment,0.3886,True,8369.53,0.3,62.0
TXN_003494,True,retry_later,0.6528,True,1614.38,0.25,22.0
TXN_003496,True,retry_later,0.8268,True,287.25,0.25,32.0
TXN_003497,True,send_reminder,0.5166,False,0.0,0.1,
TXN_003498,True,retry_later,0.6668,True,1816.28,0.25,41.0
TXN_003499,True,alternate_payment,0.3256,False,0.0,0.3,
TXN_003505,True,send_reminder,0.6453,False,0.0,0.1,
TXN_003509,True,retry_later,0.845,True,7492.12,0.25,33.0
TXN_003516,True,retry_later,0.6431,True,2090.71,0.25,19.0
TXN_003517,True,retry_later,0.8236,True,6843.75,0.25,33.0
TXN_003521,True,stop,0.2787,False,0.0,0.0,
TXN_003522,True,retry_later,0.5961,False,0.0,0.25,
TXN_003524,True,escalate,0.3842,True,581.46,10.0,91.0
TXN_003525,True,retry_later,0.4792,True,2969.15,0.25,41.0
TXN_003526,True,retry_now,0.97,True,709.98,0.5,59.0
TXN_003532,True,retry_later,0.516,True,2053.64,0.25,84.0
TXN_003535,True,escalate,0.3862,False,0.0,10.0,
TXN_003538,True,send_reminder,0.6246,False,0.0,0.1,
TXN_003540,True,escalate,0.3657,True,2557.43,10.0,43.0
TXN_003557,True,retry_later,0.5406,False,0.0,0.25,
TXN_003560,True,retry_now,0.9182,True,2365.32,0.5,14.0
TXN_003563,True,retry_now,0.9086,True,7819.28,0.5,103.0
TXN_003566,True,retry_later,0.5174,False,0.0,0.25,
TXN_003569,True,escalate,0.3053,False,0.0,10.0,
TXN_003571,True,retry_now,0.9342,True,1776.34,0.5,172.0
TXN_003572,True,retry_later,0.795,True,1013.1,0.25,47.0
TXN_003574,True,escalate,0.3853,False,0.0,10.0,
TXN_003580,True,escalate,0.3833,True,2998.31,10.0,116.0
TXN_003597,True,alternate_payment,0.3045,False,0.0,0.3,
TXN_003598,True,stop,0.3234,False,0.0,0.0,
TXN_003600,True,retry_later,0.4636,False,0.0,0.25,
TXN_003605,True,retry_later,0.6607,True,1572.1,0.25,93.0
TXN_003607,True,retry_now,0.9313,False,0.0,0.5,
TXN_003611,True,stop,0.4042,False,0.0,0.0,
TXN_003615,True,retry_now,0.862,True,2017.78,0.5,169.0
TXN_003619,True,retry_later,0.7954,True,6014.21,0.25,18.0
TXN_003622,True,send_reminder,0.6048,True,2170.08,0.1,17.0
TXN_003623,True,escalate,0.3824,False,0.0,10.0,
TXN_003624,False,stop,0.1829,False,0.0,0.0,
TXN_003626,True,retry_later,0.6211,True,7862.06,0.25,154.0
TXN_003634,True,retry_now,0.9448,True,2287.34,0.5,178.0
TXN_003635,True,retry_later,0.4761,True,4855.5,0.25,125.0
TXN_003638,True,retry_later,0.6983,False,0.0,0.25,
TXN_003643,True,retry_now,0.8927,True,10169.4,0.5,157.0
TXN_003644,True,retry_later,0.7992,False,0.0,0.25,
TXN_003653,True,send_reminder,0.5473,False,0.0,0.1,
TXN_003655,True,retry_later,0.7431,True,1095.48,0.25,29.0
TXN_003659,True,retry_later,0.539,False,0.0,0.25,
TXN_003660,True,alternate_payment,0.2619,False,0.0,0.3,
TXN_003661,True,retry_later,0.7616,True,3270.21,0.25,12.0
TXN_003664,True,retry_later,0.8174,True,3617.76,0.25,154.0
TXN_003670,True,retry_later,0.7686,True,446.22,0.25,31.0
TXN_003673,True,send_reminder,0.4943,False,0.0,0.1,
TXN_003681,True,escalate,0.413,True,3162.85,10.0,112.0
TXN_003685,True,retry_later,0.8366,True,2556.24,0.25,168.0
TXN_003686,True,stop,0.6368,False,0.0,0.0,
TXN_003687,True,send_reminder,0.4855,False,0.0,0.1,
TXN_003689,True,retry_later,0.4596,True,4229.93,0.25,150.0
TXN_003690,True,retry_later,0.5942,False,0.0,0.25,
TXN_003695,True,escalate,0.398,True,8586.26,10.0,143.0
TXN_003700,True,escalate,0.3388,False,0.0,10.0,
TXN_003705,True,escalate,0.2919,False,0.0,10.0,
TXN_003712,True,retry_later,0.5989,False,0.0,0.25,
TXN_003715,True,escalate,0.344,False,0.0,10.0,
TXN_003717,True,send_reminder,0.5361,True,4444.52,0.1,154.0
TXN_003718,True,retry_later,0.5659,True,737.72,0.25,53.0
TXN_003721,True,retry_later,0.6577,True,3476.75,0.25,94.0
TXN_003722,True,retry_now,0.97,True,971.07,0.5,111.0
TXN_003728,True,retry_now,0.9375,False,0.0,0.5,
TXN_003729,True,retry_now,0.9296,True,1553.01,0.5,89.0
TXN_003743,True,retry_later,0.5672,False,0.0,0.25,
TXN_003745,True,escalate,0.277,False,0.0,10.0,
TXN_003748,True,retry_later,0.4777,True,2997.1,0.25,169.0
TXN_003750,True,send_reminder,0.5153,False,0.0,0.1,
TXN_003756,True,escalate,0.3195,False,0.0,10.0,
TXN_003757,True,retry_later,0.7416,True,1189.11,0.25,51.0
TXN_003764,True,send_reminder,0.7078,True,2098.1,0.1,103.0
TXN_003765,True,send_reminder,0.6106,True,1271.69,0.1,131.0
TXN_003766,True,retry_now,0.9047,True,10347.08,0.5,51.0
TXN_003779,True,escalate,0.3181,False,0.0,10.0,
TXN_003783,True,stop,0.6676,False,0.0,0.0,
TXN_003785,True,send_reminder,0.5716,False,0.0,0.1,
TXN_003792,True,retry_now,0.9295,False,0.0,0.5,
TXN_003799,True,retry_now,0.8908,True,847.89,0.5,72.0
TXN_003801,True,retry_now,0.8713,False,0.0,0.5,
TXN_003804,True,retry_later,0.7269,True,2974.96,0.25,60.0
TXN_003805,True,retry_later,0.6051,False,0.0,0.25,
TXN_003809,True,retry_later,0.5611,False,0.0,0.25,
TXN_003813,True,send_reminder,0.4633,False,0.0,0.1,
TXN_003814,True,retry_later,0.6378,True,560.7,0.25,82.0
TXN_003815,True,escalate,0.3113,False,0.0,10.0,
TXN_003822,True,send_reminder,0.5899,False,0.0,0.1,
TXN_003823,True,retry_later,0.7751,True,20609.85,0.25,133.0
TXN_003826,True,retry_later,0.6263,True,3637.7,0.25,169.0
TXN_003828,True,escalate,0.4272,True,3751.77,10.0,129.0
TXN_003829,True,retry_later,0.843,True,2293.89,0.25,78.0
TXN_003839,True,retry_later,0.7062,True,8503.26,0.25,163.0
TXN_003841,True,send_reminder,0.5989,False,0.0,0.1,
TXN_003842,True,alternate_payment,0.3786,True,1425.99,0.3,128.0
TXN_003845,True,stop,0.6877,False,0.0,0.0,
TXN_003848,True,retry_now,0.8599,True,5270.48,0.5,23.0
TXN_003855,True,retry_later,0.6364,False,0.0,0.25,
TXN_003856,True,retry_later,0.5107,True,588.66,0.25,32.0
TXN_003862,True,retry_now,0.97,True,7167.11,0.5,55.0
TXN_003863,True,retry_later,0.5805,True,3081.29,0.25,112.0
TXN_003867,True,send_reminder,0.7286,False,0.0,0.1,
TXN_003873,True,alternate_payment,0.4025,True,1563.34,0.3,91.0
TXN_003884,True,retry_later,0.8223,True,8815.66,0.25,58.0
TXN_003886,True,retry_later,0.6308,True,1157.6,0.25,162.0
TXN_003893,True,retry_later,0.6962,True,1565.42,0.25,106.0
TXN_003895,True,retry_later,0.6153,False,0.0,0.25,
TXN_003897,True,escalate,0.4008,True,3358.31,10.0,80.0
TXN_003900,True,retry_later,0.8204,True,613.51,0.25,141.0
TXN_003901,True,retry_now,0.9329,True,2387.72,0.5,29.0
TXN_003902,True,retry_later,0.6863,False,0.0,0.25,
TXN_003904,True,escalate,0.3032,True,1381.54,10.0,107.0
TXN_003905,True,retry_now,0.97,True,2948.28,0.5,22.0
TXN_003907,True,retry_later,0.8294,True,2070.17,0.25,142.0
TXN_003908,True,retry_now,0.9464,True,461.93,0.5,94.0
TXN_003910,True,send_reminder,0.5172,False,0.0,0.1,
TXN_003911,True,retry_now,0.97,True,4383.13,0.5,100.0
TXN_003917,True,send_reminder,0.5488,False,0.0,0.1,
TXN_003921,True,escalate,0.3896,True,2725.65,10.0,127.0
TXN_003922,True,retry_now,0.9391,True,2546.43,0.5,166.0
TXN_003927,True,escalate,0.2914,True,4188.55,10.0,128.0
TXN_003929,True,stop,0.5815,False,0.0,0.0,
TXN_003936,False,alternate_payment,0.1281,False,0.0,0.3,
TXN_003938,True,retry_later,0.7667,False,0.0,0.25,
TXN_003939,True,stop,0.4765,False,0.0,0.0,
TXN_003941,True,escalate,0.2275,False,0.0,10.0,
TXN_003948,True,retry_later,0.8193,True,1244.94,0.25,148.0
TXN_003949,True,retry_now,0.9037,True,2355.04,0.5,135.0
TXN_003953,True,send_reminder,0.5028,False,0.0,0.1,
TXN_003955,True,retry_later,0.6637,False,0.0,0.25,
TXN_003956,True,escalate,0.3573,False,0.0,10.0,
TXN_003958,True,retry_later,0.6356,False,0.0,0.25,
TXN_003961,True,retry_later,0.8373,True,185.52,0.25,170.0
TXN_003964,True,stop,0.4346,False,0.0,0.0,
TXN_003975,True,stop,0.3908,False,0.0,0.0,
TXN_003977,True,retry_later,0.4625,True,1767.9,0.25,162.0
TXN_003978,True,retry_now,0.9678,True,2331.31,0.5,76.0
TXN_003979,True,retry_later,0.5103,True,835.82,0.25,5.0
TXN_003983,True,retry_later,0.6615,True,5814.89,0.25,6.0
TXN_003995,True,escalate,0.3892,False,0.0,10.0,
TXN_004011,True,retry_later,0.5516,False,0.0,0.25,
TXN_004012,True,retry_later,0.4926,False,0.0,0.25,
TXN_004016,True,retry_later,0.522,True,2766.83,0.25,127.0
TXN_004017,True,retry_later,0.6367,True,8035.94,0.25,175.0
TXN_004021,True,stop,0.6062,False,0.0,0.0,
TXN_004025,True,retry_later,0.5762,False,0.0,0.25,
TXN_004029,True,retry_now,0.97,False,0.0,0.5,
TXN_004030,True,escalate,0.2326,False,0.0,10.0,
TXN_004033,True,send_reminder,0.665,True,2775.32,0.1,138.0
TXN_004038,True,send_reminder,0.4582,True,1476.57,0.1,102.0
TXN_004042,True,send_reminder,0.636,False,0.0,0.1,
TXN_004043,True,retry_later,0.5925,False,0.0,0.25,
TXN_004053,False,alternate_payment,0.1946,False,0.0,0.3,
TXN_004064,True,send_reminder,0.5016,False,0.0,0.1,
TXN_004065,True,escalate,0.2155,False,0.0,10.0,
TXN_004072,True,send_reminder,0.6564,True,7701.29,0.1,41.0
TXN_004073,True,send_reminder,0.4773,False,0.0,0.1,
TXN_004080,True,escalate,0.2644,False,0.0,10.0,
TXN_004081,True,send_reminder,0.7441,True,5768.56,0.1,71.0
TXN_004082,True,escalate,0.207,False,0.0,10.0,
TXN_004088,True,retry_later,0.5829,True,1745.56,0.25,121.0
TXN_004089,True,retry_later,0.5825,True,1046.24,0.25,162.0
TXN_004092,True,retry_later,0.7917,True,1616.55,0.25,36.0
TXN_004093,True,retry_later,0.791,True,3200.92,0.25,89.0
TXN_004099,False,stop,0.03,False,0.0,0.0,
TXN_004108,True,retry_later,0.5124,True,4057.26,0.25,146.0
TXN_004110,True,escalate,0.3739,True,2968.96,10.0,128.0
TXN_004112,True,retry_now,0.8811,False,0.0,0.5,
TXN_004113,True,escalate,0.2885,False,0.0,10.0,
TXN_004114,True,retry_now,0.9302,False,0.0,0.5,
TXN_004121,True,retry_later,0.6507,True,2476.09,0.25,136.0
TXN_004122,True,escalate,0.2037,True,1510.64,10.0,56.0
TXN_004125,True,stop,0.3565,False,0.0,0.0,
TXN_004129,True,escalate,0.4311,True,7597.42,10.0,158.0
TXN_004133,True,send_reminder,0.6646,True,6966.93,0.1,45.0
TXN_004134,True,escalate,0.4016,True,3117.88,10.0,67.0
TXN_004139,True,send_reminder,0.7078,True,5696.76,0.1,38.0
TXN_004140,True,retry_later,0.4522,False,0.0,0.25,
TXN_004141,True,retry_now,0.8633,True,9724.18,0.5,80.0
TXN_004144,True,retry_later,0.4642,False,0.0,0.25,
TXN_004146,True,retry_now,0.9488,False,0.0,0.5,
TXN_004154,True,escalate,0.4071,True,1900.47,10.0,71.0
TXN_004156,True,retry_later,0.5747,True,3137.88,0.25,128.0
TXN_004159,True,retry_later,0.6094,True,4753.06,0.25,153.0
TXN_004161,True,retry_now,0.9274,False,0.0,0.5,
TXN_004162,True,retry_later,0.5088,False,0.0,0.25,
TXN_004165,True,retry_now,0.926,False,0.0,0.5,
TXN_004167,True,retry_later,0.4818,False,0.0,0.25,
TXN_004169,True,stop,0.4566,False,0.0,0.0,
TXN_004175,True,send_reminder,0.6581,True,2638.45,0.1,146.0
TXN_004176,True,retry_now,0.97,False,0.0,0.5,
TXN_004181,True,retry_later,0.5795,False,0.0,0.25,
TXN_004191,True,retry_later,0.4575,False,0.0,0.25,
TXN_004194,True,alternate_payment,0.3324,True,1701.4,0.3,137.0
TXN_004197,True,retry_now,0.957,True,727.01,0.5,88.0
TXN_004201,False,stop,0.1434,False,0.0,0.0,
TXN_004202,True,escalate,0.4031,True,8120.83,10.0,153.0
TXN_004203,True,send_reminder,0.5009,False,0.0,0.1,
TXN_004204,True,retry_later,0.6448,True,1991.05,0.25,147.0
TXN_004205,True,retry_later,0.7508,True,3569.81,0.25,141.0
TXN_004206,True,retry_later,0.5448,True,5526.44,0.25,121.0
TXN_004209,True,escalate,0.3484,False,0.0,10.0,
TXN_004211,True,retry_later,0.5905,True,1503.36,0.25,41.0
TXN_004218,True,retry_now,0.8799,False,0.0,0.5,
TXN_004223,True,stop,0.2492,False,0.0,0.0,
TXN_004224,True,send_reminder,0.5421,False,0.0,0.1,
TXN_004225,True,retry_later,0.6505,True,11326.33,0.25,151.0
TXN_004226,True,retry_later,0.6732,False,0.0,0.25,
TXN_004230,True,retry_now,0.97,True,1477.44,0.5,95.0
TXN_004232,True,escalate,0.3347,False,0.0,10.0,
TXN_004233,True,escalate,0.4452,False,0.0,10.0,
TXN_004234,True,retry_later,0.8388,True,1507.04,0.25,134.0
TXN_004235,True,retry_now,0.9072,True,1045.9,0.5,47.0
TXN_004238,True,escalate,0.4365,False,0.0,10.0,
TXN_004241,True,alternate_payment,0.4269,True,4459.24,0.3,8.0
TXN_004242,False,alternate_payment,0.168,False,0.0,0.3,
TXN_004247,True,send_reminder,0.7763,True,9856.53,0.1,167.0
TXN_004249,True,send_reminder,0.6213,False,0.0,0.1,
TXN_004250,True,retry_later,0.5934,False,0.0,0.25,
TXN_004256,True,escalate,0.3102,False,0.0,10.0,
TXN_004258,True,retry_later,0.6763,False,0.0,0.25,
TXN_004259,True,retry_later,0.845,True,1767.46,0.25,43.0
TXN_004260,True,retry_later,0.7761,True,473.63,0.25,176.0
TXN_004263,True,escalate,0.3041,True,1716.05,10.0,102.0
TXN_004266,True,stop,0.3906,False,0.0,0.0,
TXN_004273,True,escalate,0.3905,False,0.0,10.0,
TXN_004274,True,retry_later,0.5386,True,1113.62,0.25,13.0
TXN_004275,True,retry_now,0.8627,True,9356.23,0.5,142.0
TXN_004282,True,retry_later,0.5502,False,0.0,0.25,
TXN_004283,True,escalate,0.2156,False,0.0,10.0,
TXN_004287,True,retry_later,0.6445,False,0.0,0.25,
TXN_004299,True,retry_later,0.6111,False,0.0,0.25,
TXN_004301,True,retry_now,0.97,True,6319.41,0.5,92.0
TXN_004305,True,retry_later,0.6684,True,1263.59,0.25,173.0
TXN_004306,True,escalate,0.4109,True,4695.62,10.0,53.0
TXN_004307,True,retry_later,0.6023,True,2795.59,0.25,135.0
TXN_004309,True,send_reminder,0.6281,False,0.0,0.1,
TXN_004310,True,retry_later,0.4836,True,7766.35,0.25,142.0
TXN_004312,True,escalate,0.445,True,1051.49,10.0,11.0
TXN_004317,True,retry_later,0.7574,True,1237.34,0.25,56.0
TXN_004323,True,retry_later,0.7897,True,2946.47,0.25,5.0
TXN_004324,True,retry_now,0.8617,True,1279.06,0.5,111.0
TXN_004326,True,escalate,0.4225,True,1028.65,10.0,120.0
TXN_004328,True,retry_later,0.8158,True,853.74,0.25,2.0
TXN_004334,True,send_reminder,0.4907,True,4796.13,0.1,80.0
TXN_004335,True,retry_later,0.7424,True,3617.7,0.25,19.0
TXN_004339,False,alternate_payment,0.1224,False,0.0,0.3,
TXN_004345,True,retry_later,0.6689,True,565.25,0.25,143.0
TXN_004348,True,retry_now,0.97,False,0.0,0.5,
TXN_004350,True,alternate_payment,0.4597,False,0.0,0.3,
TXN_004353,True,escalate,0.3412,False,0.0,10.0,
TXN_004357,True,retry_later,0.6753,True,1869.14,0.25,31.0
TXN_004362,True,retry_later,0.5197,False,0.0,0.25,
TXN_004366,True,retry_later,0.6106,True,1070.89,0.25,177.0
TXN_004368,True,retry_later,0.713,True,2361.36,0.25,162.0
TXN_004375,True,retry_later,0.5665,False,0.0,0.25,
TXN_004382,True,escalate,0.2,False,0.0,10.0,
TXN_004387,True,send_reminder,0.5816,True,1513.84,0.1,77.0
TXN_004388,True,retry_later,0.6199,False,0.0,0.25,
TXN_004389,True,stop,0.3963,False,0.0,0.0,
TXN_004391,True,retry_later,0.6085,False,0.0,0.25,
