customer_id,customer_tenure_days,total_transactions,successful_transactions,failed_transactions,historical_success_rate,avg_transaction_amount,preferred_payment_method
CUST_00942,424,21,7,14,0.3333,4067.24,Wallet
CUST_00943,190,60,30,30,0.5,3481.23,Card
CUST_00944,1248,38,21,17,0.5526,2060.24,UPI
CUST_00945,208,54,51,3,0.9444,8043.71,Wallet
CUST_00946,1160,46,30,16,0.6522,1044.13,Wallet
CUST_00947,55,80,57,23,0.7125,759.1,Wallet
CUST_00948,260,58,26,32,0.4483,1360.58,Card
CUST_00949,1190,80,61,19,0.7625,2138.99,UPI
CUST_00950,246,77,72,5,0.9351,2618.45,UPI
CUST_00951,615,73,43,30,0.589,1865.22,Wallet
CUST_00952,570,54,47,7,0.8704,2825.49,Wallet
CUST_00953,106,27,16,11,0.5926,919.58,Wallet
CUST_00954,324,56,18,38,0.3214,6067.1,Wallet
CUST_00955,708,35,11,24,0.3143,2084.94,Wallet
CUST_00956,580,52,16,36,0.3077,4827.61,NetBanking
CUST_00957,650,44,30,14,0.6818,2807.1,Wallet
CUST_00958,1455,17,8,9,0.4706,3040.35,Card
CUST_00959,645,61,38,23,0.623,3290.64,NetBanking
CUST_00960,883,16,7,9,0.4375,3021.16,Wallet
CUST_00961,462,57,48,9,0.8421,3463.05,NetBanking
CUST_00962,145,70,31,39,0.4429,5599.36,UPI
CUST_00963,667,69,45,24,0.6522,2534.03,Card
CUST_00964,1103,77,24,53,0.3117,3627.51,Card
CUST_00965,424,30,10,20,0.3333,2073.9,Card
CUST_00966,97,63,21,42,0.3333,6051.62,NetBanking
CUST_00967,1473,30,17,13,0.5667,1375.44,NetBanking
CUST_00968,980,69,45,24,0.6522,7790.48,UPI
CUST_00969,1425,8,3,5,0.375,2147.13,NetBanking
CUST_00970,1031,62,29,33,0.4677,811.15,Wallet
CUST_00971,1231,75,44,31,0.5867,2415.53,NetBanking
CUST_00972,364,38,34,4,0.8947,1370.96,UPI
CUST_00973,613,8,5,3,0.625,3977.67,UPI
CUST_00974,363,78,72,6,0.9231,1398.51,Card
CUST_00975,483,33,30,3,0.9091,1615.94,Card
CUST_00976,581,57,49,8,0.8596,588.35,UPI
CUST_00977,1427,6,4,2,0.6667,1609.03,Card
CUST_00978,1355,27,27,0,1.0,404.76,UPI
CUST_00979,488,37,30,7,0.8108,728.7,NetBanking
CUST_00980,1489,40,25,15,0.625,3760.44,Wallet
CUST_00981,744,63,34,29,0.5397,3827.86,Card
CUST_00982,985,43,37,6,0.8605,2974.47,UPI
CUST_00983,45,70,63,7,0.9,1122.28,NetBanking
CUST_00984,1179,41,21,20,0.5122,2135.81,UPI
CUST_00985,1016,13,8,5,0.6154,2202.79,NetBanking
CUST_00986,1341,46,30,16,0.6522,981.56,NetBanking
CUST_00987,1373,43,24,19,0.5581,6325.72,Card
CUST_00988,1089,35,11,24,0.3143,4081.23,Wallet
CUST_00989,1382,45,21,24,0.4667,1891.88,UPI
CUST_00990,1372,68,38,30,0.5588,2250.3,NetBanking
CUST_00991,887,56,40,16,0.7143,2555.15,UPI
CUST_00992,1224,78,75,3,0.9615,528.89,Card
CUST_00993,732,33,30,3,0.9091,1857.48,Wallet
CUST_00994,1405,50,47,3,0.94,1370.06,NetBanking
CUST_00995,378,76,33,43,0.4342,1095.39,NetBanking
CUST_00996,229,65,27,38,0.4154,1813.89,NetBanking
CUST_00997,1174,28,18,10,0.6429,7772.76,UPI
CUST_00998,485,50,29,21,0.58,3458.5,NetBanking
CUST_00999,891,47,37,10,0.7872,1480.56,NetBanking
CUST_01000,1229,42,26,16,0.619,3297.13,UPI
CUST_01001,993,11,4,7,0.3636,5881.39,Wallet
CUST_01002,428,69,27,42,0.3913,4218.54,Wallet
CUST_01003,1115,43,38,5,0.8837,2302.48,UPI
CUST_01004,338,22,12,10,0.5455,1404.09,NetBanking
CUST_01005,868,77,52,25,0.6753,3600.24,Card
CUST_01006,677,28,10,18,0.3571,2908.64,Wallet
CUST_01007,711,27,18,9,0.6667,4132.49,UPI
CUST_01008,39,62,35,27,0.5645,3444.8,Card
CUST_01009,375,78,71,7,0.9103,4604.03,Card
CUST_01010,1032,16,6,10,0.375,1518.28,Wallet
CUST_01011,1327,59,42,17,0.7119,5553.46,Wallet
CUST_01012,1007,54,16,38,0.2963,2535.94,UPI
CUST_01013,1123,30,20,10,0.6667,9439.73,UPI
CUST_01014,689,72,33,39,0.4583,1363.17,UPI
CUST_01015,1415,5,2,3,0.4,7444.08,Card
CUST_01016,1450,49,33,16,0.6735,2536.49,Card
CUST_01017,240,54,48,6,0.8889,1399.69,NetBanking
CUST_01018,372,13,3,10,0.2308,1573.85,NetBanking
CUST_01019,625,63,51,12,0.8095,1764.74,NetBanking
CUST_01020,918,22,16,6,0.7273,2971.78,Wallet
CUST_01021,765,29,13,16,0.4483,3184.29,Wallet
CUST_01022,69,34,17,17,0.5,1477.95,Card
CUST_01023,462,7,6,1,0.8571,2171.02,Card
CUST_01024,282,51,17,34,0.3333,9893.06,Wallet
CUST_01025,1341,37,35,2,0.9459,7400.33,UPI
CUST_01026,1246,11,4,7,0.3636,2997.18,UPI
CUST_01027,128,19,11,8,0.5789,2267.88,Wallet
CUST_01028,808,20,14,6,0.7,2401.92,NetBanking
CUST_01029,1001,24,13,11,0.5417,3392.98,UPI
CUST_01030,646,58,23,35,0.3966,1079.28,NetBanking
CUST_01031,1305,22,19,3,0.8636,1844.27,UPI
CUST_01032,1077,20,10,10,0.5,686.76,UPI
CUST_01033,247,68,32,36,0.4706,2920.34,Card
CUST_01034,568,71,33,38,0.4648,3473.91,NetBanking
CUST_01035,1470,57,35,22,0.614,1574.62,Card
CUST_01036,110,75,53,22,0.7067,6646.13,Card
CUST_01037,1439,66,40,26,0.6061,936.33,Card
CUST_01038,35,6,6,0,1.0,792.3,UPI
CUST_01039,256,78,65,13,0.8333,2584.06,Wallet
CUST_01040,335,16,16,0,1.0,4596.12,UPI
CUST_01041,237,37,31,6,0.8378,7177.81,Card
CUST_01042,965,42,20,22,0.4762,1601.64,Wallet
CUST_01043,132,17,7,10,0.4118,4698.87,UPI
CUST_01044,625,51,35,16,0.6863,2149.62,Wallet
CUST_01045,267,17,17,0,1.0,1956.99,UPI
CUST_01046,49,22,11,11,0.5,4099.26,NetBanking
CUST_01047,762,61,57,4,0.9344,3486.4,NetBanking
CUST_01048,220,52,36,16,0.6923,732.55,Card
CUST_01049,263,56,41,15,0.7321,6207.9,Wallet
CUST_01050,586,54,46,8,0.8519,5802.61,Wallet
CUST_01051,1358,26,10,16,0.3846,1425.26,Card
CUST_01052,1455,12,5,7,0.4167,2913.36,UPI
CUST_01053,882,80,54,26,0.675,3120.73,Wallet
CUST_01054,401,53,37,16,0.6981,2650.42,UPI
CUST_01055,1431,21,21,0,1.0,1502.35,Wallet
CUST_01056,261,57,45,12,0.7895,1380.03,UPI
CUST_01057,159,38,31,7,0.8158,2169.2,NetBanking
CUST_01058,55,72,70,2,0.9722,5018.62,Card
CUST_01059,1401,48,47,1,0.9792,3230.91,UPI
CUST_01060,916,36,25,11,0.6944,1703.72,NetBanking
CUST_01061,1389,54,25,29,0.463,3790.26,UPI
CUST_01062,53,25,23,2,0.92,300.67,Wallet
CUST_01063,1045,26,9,17,0.3462,4935.14,Wallet
CUST_01064,686,35,20,15,0.5714,653.41,NetBanking
CUST_01065,133,69,34,35,0.4928,1713.5,Wallet
CUST_01066,855,35,12,23,0.3429,1008.51,Wallet
CUST_01067,939,78,51,27,0.6538,892.23,UPI
CUST_01068,1050,62,38,24,0.6129,4976.98,UPI
CUST_01069,1048,7,2,5,0.2857,1591.78,Wallet
CUST_01070,874,9,2,7,0.2222,2814.54,UPI
CUST_01071,1267,43,25,18,0.5814,2136.99,Wallet
CUST_01072,728,51,18,33,0.3529,3083.83,Card
CUST_01073,960,47,44,3,0.9362,2330.35,NetBanking
CUST_01074,1496,62,25,37,0.4032,899.56,UPI
CUST_01075,1379,33,9,24,0.2727,4435.46,NetBanking
CUST_01076,757,42,29,13,0.6905,1563.01,NetBanking
CUST_01077,1467,18,5,13,0.2778,742.77,Card
CUST_01078,1038,22,19,3,0.8636,1636.51,UPI
CUST_01079,550,30,15,15,0.5,6314.05,UPI
CUST_01080,834,32,23,9,0.7188,4004.42,Card
CUST_01081,1497,48,20,28,0.4167,1730.12,Wallet
CUST_01082,125,80,31,49,0.3875,1729.38,Wallet
CUST_01083,966,80,56,24,0.7,1763.15,Card
CUST_01084,1051,5,5,0,1.0,9449.56,UPI
CUST_01085,1163,60,55,5,0.9167,2885.22,Wallet
CUST_01086,1071,27,26,1,0.963,2984.03,Card
CUST_01087,292,18,11,7,0.6111,4542.34,NetBanking
CUST_01088,1062,54,42,12,0.7778,2610.12,Card
CUST_01089,590,55,37,18,0.6727,1842.12,NetBanking
CUST_01090,957,22,10,12,0.4545,1924.76,Wallet
CUST_01091,1263,70,40,30,0.5714,2100.39,NetBanking
CUST_01092,1487,75,62,13,0.8267,2151.55,Card
CUST_01093,441,31,28,3,0.9032,3675.12,NetBanking
CUST_01094,1436,49,22,27,0.449,2290.13,Card
CUST_01095,1061,74,66,8,0.8919,3688.03,NetBanking
CUST_01096,1484,19,17,2,0.8947,2087.03,NetBanking
CUST_01097,1181,66,56,10,0.8485,2333.31,Wallet
CUST_01098,1410,73,39,34,0.5342,545.26,Wallet
CUST_01099,56,71,27,44,0.3803,4194.08,UPI
CUST_01100,810,23,7,16,0.3043,2814.51,UPI
CUST_01101,439,39,35,4,0.8974,4440.88,Card
CUST_01102,616,37,15,22,0.4054,290.8,UPI
CUST_01103,1444,42,18,24,0.4286,9526.78,UPI
CUST_01104,764,62,24,38,0.3871,2002.77,Card
CUST_01105,1355,76,46,30,0.6053,4796.91,Card
CUST_01106,1076,41,34,7,0.8293,1066.42,UPI
CUST_01107,811,54,42,12,0.7778,3391.21,NetBanking
CUST_01108,1160,11,3,8,0.2727,1056.39,NetBanking
CUST_01109,445,61,32,29,0.5246,1427.05,NetBanking
CUST_01110,1235,74,69,5,0.9324,8432.28,Card
CUST_01111,426,42,26,16,0.619,1932.41,Card
CUST_01112,1428,14,6,8,0.4286,2571.39,Card
CUST_01113,1082,20,12,8,0.6,4060.44,UPI
CUST_01114,907,40,29,11,0.725,3124.34,NetBanking
CUST_01115,296,25,25,0,1.0,2453.55,NetBanking
CUST_01116,41,47,43,4,0.9149,2851.14,Card
CUST_01117,111,24,17,7,0.7083,11877.38,UPI
CUST_01118,1310,43,43,0,1.0,2121.05,NetBanking
CUST_01119,179,45,27,18,0.6,2542.16,Card
CUST_01120,1096,13,11,2,0.8462,4607.58,Card
CUST_01121,881,74,56,18,0.7568,4788.0,Wallet
CUST_01122,218,49,28,21,0.5714,5069.11,Card
CUST_01123,1388,47,35,12,0.7447,3453.39,NetBanking
CUST_01124,631,32,28,4,0.875,992.17,Wallet
CUST_01125,1179,6,1,5,0.1667,6928.52,NetBanking
CUST_01126,942,35,30,5,0.8571,989.85,Card
CUST_01127,111,46,37,9,0.8043,2729.42,UPI
CUST_01128,820,37,28,9,0.7568,1302.46,NetBanking
CUST_01129,80,71,70,1,0.9859,2111.39,NetBanking
CUST_01130,1083,70,49,21,0.7,2779.8,Wallet
CUST_01131,119,42,40,2,0.9524,2765.43,Card
CUST_01132,686,70,26,44,0.3714,2967.11,UPI
CUST_01133,372,73,55,18,0.7534,6833.54,UPI
CUST_01134,1313,13,6,7,0.4615,3033.51,Card
CUST_01135,1433,59,23,36,0.3898,1861.41,Card
CUST_01136,1131,60,59,1,0.9833,4336.67,UPI
CUST_01137,1435,24,7,17,0.2917,5077.78,Wallet
CUST_01138,1498,47,16,31,0.3404,935.12,UPI
CUST_01139,180,11,5,6,0.4545,3354.91,NetBanking
CUST_01140,1172,14,13,1,0.9286,3607.68,Card
CUST_01141,559,57,41,16,0.7193,1793.11,Wallet
CUST_01142,1320,56,43,13,0.7679,5784.83,NetBanking
CUST_01143,64,54,23,31,0.4259,1988.15,UPI
CUST_01144,1343,13,12,1,0.9231,2411.26,UPI
CUST_01145,1465,14,9,5,0.6429,1956.38,UPI
CUST_01146,623,43,17,26,0.3953,2232.56,NetBanking
CUST_01147,926,53,40,13,0.7547,1025.16,UPI
CUST_01148,1000,25,24,1,0.96,805.9,Card
CUST_01149,309,55,50,5,0.9091,6742.28,NetBanking
CUST_01150,1328,23,15,8,0.6522,1220.64,NetBanking
CUST_01151,52,75,57,18,0.76,1103.26,Card
CUST_01152,282,10,3,7,0.3,489.13,Wallet
CUST_01153,1130,75,27,48,0.36,1411.95,NetBanking
CUST_01154,460,49,27,22,0.551,874.66,Wallet
CUST_01155,1352,70,30,40,0.4286,6970.28,Card
CUST_01156,406,33,28,5,0.8485,4477.73,NetBanking
CUST_01157,427,19,7,12,0.3684,1364.16,UPI
CUST_01158,1154,64,60,4,0.9375,10686.16,UPI
CUST_01159,625,13,7,6,0.5385,4390.66,UPI
CUST_01160,434,79,54,25,0.6835,1759.21,NetBanking
CUST_01161,761,21,13,8,0.619,383.91,UPI
CUST_01162,613,13,6,7,0.4615,10978.12,NetBanking
CUST_01163,1025,62,39,23,0.629,834.89,NetBanking
CUST_01164,1450,79,32,47,0.4051,698.0,NetBanking
CUST_01165,677,59,27,32,0.4576,4517.89,UPI
CUST_01166,671,36,35,1,0.9722,12183.36,Card
CUST_01167,1488,60,35,25,0.5833,5819.62,NetBanking
CUST_01168,305,47,44,3,0.9362,3277.17,Wallet
CUST_01169,942,50,34,16,0.68,3348.7,Wallet
CUST_01170,1159,18,7,11,0.3889,4013.39,UPI
CUST_01171,604,22,12,10,0.5455,3756.53,NetBanking
CUST_01172,1313,14,5,9,0.3571,2688.76,UPI
CUST_01173,1068,8,8,0,1.0,2375.45,Wallet
CUST_01174,1238,32,10,22,0.3125,2113.68,NetBanking
CUST_01175,1143,74,52,22,0.7027,1302.74,Card
CUST_01176,779,55,30,25,0.5455,1814.43,NetBanking
CUST_01177,304,64,51,13,0.7969,675.15,UPI
CUST_01178,842,51,47,4,0.9216,2061.44,UPI
CUST_01179,1387,35,35,0,1.0,1105.43,Card
CUST_01180,1082,22,20,2,0.9091,1019.93,Card
CUST_01181,396,77,59,18,0.7662,2504.7,Card
CUST_01182,1020,50,17,33,0.34,5851.2,Card
CUST_01183,1028,34,12,22,0.3529,4199.92,NetBanking
CUST_01184,786,34,11,23,0.3235,735.57,Card
CUST_01185,1090,51,39,12,0.7647,1104.62,Wallet
CUST_01186,961,10,3,7,0.3,4266.46,NetBanking
CUST_01187,241,71,61,10,0.8592,1110.16,NetBanking
CUST_01188,569,79,57,22,0.7215,1887.03,Card
CUST_01189,801,53,38,15,0.717,3245.54,UPI
CUST_01190,1088,37,23,14,0.6216,1121.2,Card
CUST_01191,1087,56,38,18,0.6786,2377.4,NetBanking
CUST_01192,1027,66,57,9,0.8636,867.99,UPI
CUST_01193,1057,22,20,2,0.9091,1449.6,Card
CUST_01194,501,14,12,2,0.8571,2762.38,NetBanking
CUST_01195,463,24,12,12,0.5,724.08,Card
CUST_01196,771,20,16,4,0.8,3005.9,Card
CUST_01197,879,47,21,26,0.4468,2178.2,Wallet
CUST_01198,1412,66,49,17,0.7424,3251.08,Card
CUST_01199,1239,25,20,5,0.8,2583.09,UPI
CUST_01200,529,10,5,5,0.5,5738.19,Card
CUST_01201,305,70,23,47,0.3286,2410.66,Card
CUST_01202,144,26,15,11,0.5769,1635.03,Card
CUST_01203,1088,56,54,2,0.9643,2405.73,UPI
CUST_01204,1385,41,14,27,0.3415,3230.23,Card
CUST_01205,949,65,49,16,0.7538,2285.18,Card
CUST_01206,479,57,55,2,0.9649,2272.0,Card
CUST_01207,1223,28,27,1,0.9643,1351.01,NetBanking
CUST_01208,373,48,43,5,0.8958,1388.49,UPI
CUST_01209,500,53,39,14,0.7358,827.31,Card
CUST_01210,252,7,3,4,0.4286,7515.36,Wallet
CUST_01211,336,17,7,10,0.4118,924.54,Wallet
CUST_01212,1289,9,3,6,0.3333,1359.63,UPI
CUST_01213,1017,21,6,15,0.2857,1335.57,Wallet
CUST_01214,1099,58,40,18,0.6897,4131.71,UPI
CUST_01215,1458,72,48,24,0.6667,1796.39,Card
CUST_01216,1017,53,37,16,0.6981,5289.19,UPI
CUST_01217,901,22,14,8,0.6364,1378.23,Wallet
CUST_01218,506,15,8,7,0.5333,2684.62,Wallet
CUST_01219,557,29,8,21,0.2759,1230.6,UPI
CUST_01220,1213,71,28,43,0.3944,9913.02,UPI
CUST_01221,798,31,31,0,1.0,961.68,NetBanking
CUST_01222,867,51,21,30,0.4118,2743.18,Card
CUST_01223,902,79,39,40,0.4937,3441.44,NetBanking
CUST_01224,1127,59,53,6,0.8983,2950.29,NetBanking
CUST_01225,1283,40,33,7,0.825,1939.72,Wallet
CUST_01226,447,57,52,5,0.9123,2016.51,Wallet
CUST_01227,396,52,50,2,0.9615,2277.12,Wallet
CUST_01228,549,44,35,9,0.7955,1992.41,Wallet
CUST_01229,312,20,17,3,0.85,4336.03,Card
CUST_01230,944,25,10,15,0.4,10377.2,Card
CUST_01231,1071,56,37,19,0.6607,1494.81,UPI
CUST_01232,359,54,16,38,0.2963,846.52,UPI
CUST_01233,327,65,57,8,0.8769,2076.01,Wallet
CUST_01234,210,13,7,6,0.5385,13437.39,Card
CUST_01235,789,15,13,2,0.8667,1258.19,UPI
CUST_01236,817,56,55,1,0.9821,6956.15,NetBanking
CUST_01237,1487,12,5,7,0.4167,7146.59,Wallet
CUST_01238,929,6,2,4,0.3333,1498.9,NetBanking
CUST_01239,428,9,5,4,0.5556,3288.83,Card
CUST_01240,1410,9,7,2,0.7778,6904.15,Card
CUST_01241,1371,5,2,3,0.4,1693.6,UPI
CUST_01242,595,56,38,18,0.6786,1915.04,Wallet
CUST_01243,860,80,36,44,0.45,1469.71,UPI
CUST_01244,1471,13,4,9,0.3077,1085.36,NetBanking
CUST_01245,1175,79,45,34,0.5696,1401.79,NetBanking
CUST_01246,596,33,28,5,0.8485,937.52,Card
CUST_01247,961,56,52,4,0.9286,2261.67,UPI
CUST_01248,564,27,21,6,0.7778,1288.22,UPI
CUST_01249,1174,14,12,2,0.8571,2601.0,NetBanking
CUST_01250,726,19,17,2,0.8947,743.13,NetBanking
CUST_01251,1131,78,39,39,0.5,2783.92,Wallet
CUST_01252,802,77,53,24,0.6883,3957.91,Card
CUST_01253,725,63,61,2,0.9683,546.97,Wallet
CUST_01254,1231,8,5,3,0.625,2869.35,UPI
CUST_01255,558,13,9,4,0.6923,5215.39,Card
CUST_01256,1416,34,20,14,0.5882,946.95,Wallet
CUST_01257,753,71,55,16,0.7746,7120.98,UPI
CUST_01258,1465,38,18,20,0.4737,2961.09,NetBanking
CUST_01259,220,56,37,19,0.6607,1348.15,UPI
CUST_01260,1165,27,23,4,0.8519,2123.8,NetBanking
CUST_01261,754,32,27,5,0.8438,3264.39,NetBanking
CUST_01262,404,29,23,6,0.7931,2329.02,Card
CUST_01263,510,35,18,17,0.5143,3219.98,Card
CUST_01264,499,30,16,14,0.5333,1159.25,NetBanking
CUST_01265,349,18,6,12,0.3333,2486.3,UPI
CUST_01266,1414,68,59,9,0.8676,820.9,UPI
CUST_01267,1138,10,10,0,1.0,2042.93,NetBanking
CUST_01268,1301,45,44,1,0.9778,1172.94,NetBanking
CUST_01269,1035,28,24,4,0.8571,1319.66,NetBanking
CUST_01270,844,33,33,0,1.0,5246.23,Card
CUST_01271,140,72,72,0,1.0,4740.59,Wallet
CUST_01272,1009,74,24,50,0.3243,3382.59,NetBanking
CUST_01273,836,27,22,5,0.8148,1028.01,UPI
CUST_01274,1460,71,50,21,0.7042,1769.61,NetBanking
CUST_01275,1441,6,1,5,0.1667,5162.46,Card
CUST_01276,807,79,29,50,0.3671,2438.65,NetBanking
CUST_01277,770,38,16,22,0.4211,11198.45,NetBanking
CUST_01278,515,39,26,13,0.6667,2908.3,NetBanking
CUST_01279,779,28,23,5,0.8214,2526.11,Wallet
CUST_01280,461,58,40,18,0.6897,1778.67,NetBanking
CUST_01281,850,40,26,14,0.65,2424.74,Card
CUST_01282,1200,21,13,8,0.619,1984.8,UPI
CUST_01283,582,35,27,8,0.7714,3625.24,Wallet
CUST_01284,810,30,13,17,0.4333,4314.31,Card
CUST_01285,998,6,2,4,0.3333,1273.86,Wallet
CUST_01286,1053,22,22,0,1.0,869.69,NetBanking
CUST_01287,1026,43,28,15,0.6512,610.73,UPI
CUST_01288,845,17,16,1,0.9412,3151.37,Card
CUST_01289,152,32,17,15,0.5312,1020.09,Wallet
CUST_01290,1319,17,12,5,0.7059,489.3,NetBanking
CUST_01291,562,51,38,13,0.7451,2898.66,NetBanking
CUST_01292,734,7,5,2,0.7143,12646.04,UPI
CUST_01293,749,30,27,3,0.9,2198.98,Card
CUST_01294,612,50,35,15,0.7,3971.68,Wallet
CUST_01295,945,15,10,5,0.6667,2338.54,NetBanking
CUST_01296,979,23,11,12,0.4783,2060.65,NetBanking
CUST_01297,893,78,48,30,0.6154,4202.16,UPI
CUST_01298,192,25,17,8,0.68,1802.28,Card
CUST_01299,672,45,31,14,0.6889,2662.91,NetBanking
CUST_01300,1269,55,33,22,0.6,2766.09,Wallet
CUST_01301,773,80,57,23,0.7125,1383.45,Wallet
CUST_01302,877,26,12,14,0.4615,4422.36,UPI
CUST_01303,286,35,31,4,0.8857,1953.79,NetBanking
CUST_01304,1465,15,7,8,0.4667,1301.12,Card
CUST_01305,843,18,6,12,0.3333,3214.92,UPI
CUST_01306,999,75,25,50,0.3333,1177.41,UPI
CUST_01307,843,72,69,3,0.9583,2252.34,UPI
CUST_01308,242,38,30,8,0.7895,2194.3,Card
CUST_01309,202,54,35,19,0.6481,4722.66,Card
CUST_01310,536,41,26,15,0.6341,3078.78,Card
CUST_01311,298,72,31,41,0.4306,2170.0,UPI
CUST_01312,101,50,35,15,0.7,3914.47,Wallet
CUST_01313,986,74,39,35,0.527,5843.85,Wallet
CUST_01314,306,74,33,41,0.4459,3263.21,Wallet
CUST_01315,1322,77,50,27,0.6494,2224.41,NetBanking
CUST_01316,741,66,53,13,0.803,881.58,Card
CUST_01317,213,61,37,24,0.6066,1047.77,NetBanking
CUST_01318,874,38,15,23,0.3947,1783.52,NetBanking
CUST_01319,51,5,5,0,1.0,1441.36,Card
CUST_01320,734,41,27,14,0.6585,1937.43,UPI
CUST_01321,1438,67,50,17,0.7463,2297.68,NetBanking
CUST_01322,48,60,36,24,0.6,3199.61,Card
CUST_01323,44,75,45,30,0.6,2102.01,Card
CUST_01324,873,76,49,27,0.6447,3104.32,Wallet
CUST_01325,541,25,19,6,0.76,2310.3,Wallet
CUST_01326,481,38,13,25,0.3421,554.0,Wallet
CUST_01327,1310,35,26,9,0.7429,1144.2,NetBanking
CUST_01328,613,73,72,1,0.9863,1996.48,NetBanking
CUST_01329,875,29,10,19,0.3448,946.92,Card
CUST_01330,309,42,15,27,0.3571,3360.85,Wallet
CUST_01331,1295,62,35,27,0.5645,6448.0,Wallet
CUST_01332,414,46,14,32,0.3043,5182.97,Card
CUST_01333,131,73,22,51,0.3014,1901.86,Card
CUST_01334,239,41,20,21,0.4878,6269.85,Card
CUST_01335,1494,61,18,43,0.2951,2450.55,Card
CUST_01336,214,24,7,17,0.2917,1744.18,Wallet
CUST_01337,474,48,40,8,0.8333,1437.44,NetBanking
CUST_01338,1050,52,44,8,0.8462,1786.96,UPI
CUST_01339,706,15,6,9,0.4,1682.9,UPI
CUST_01340,575,55,20,35,0.3636,2488.14,Wallet
CUST_01341,401,29,16,13,0.5517,2471.06,Wallet
CUST_01342,55,20,18,2,0.9,2213.06,Card
CUST_01343,818,61,33,28,0.541,2998.47,UPI
CUST_01344,437,63,24,39,0.381,5081.96,Card
CUST_01345,998,54,35,19,0.6481,4292.77,NetBanking
CUST_01346,354,10,4,6,0.4,781.0,NetBanking
CUST_01347,1015,43,24,19,0.5581,369.54,NetBanking
CUST_01348,136,32,12,20,0.375,4247.24,Card
CUST_01349,1326,60,38,22,0.6333,848.26,UPI
CUST_01350,372,40,30,10,0.75,1886.85,UPI
CUST_01351,840,36,10,26,0.2778,973.52,UPI
CUST_01352,1220,65,63,2,0.9692,625.54,Card
CUST_01353,790,16,7,9,0.4375,3226.08,Card
CUST_01354,1053,16,14,2,0.875,3757.12,NetBanking
CUST_01355,1310,12,3,9,0.25,1475.04,NetBanking
CUST_01356,1350,24,24,0,1.0,360.06,UPI
CUST_01357,287,67,34,33,0.5075,1506.63,NetBanking
CUST_01358,1173,49,42,7,0.8571,2905.22,Card
CUST_01359,73,53,37,16,0.6981,784.28,Card
CUST_01360,543,10,10,0,1.0,2510.79,Wallet
CUST_01361,1174,42,29,13,0.6905,2184.81,Wallet
CUST_01362,418,77,34,43,0.4416,3312.65,NetBanking
CUST_01363,692,64,36,28,0.5625,2401.16,Card
CUST_01364,171,72,30,42,0.4167,1117.5,Wallet
CUST_01365,635,38,28,10,0.7368,5103.08,NetBanking
CUST_01366,959,5,5,0,1.0,1976.39,Wallet
CUST_01367,409,7,6,1,0.8571,2166.54,NetBanking
CUST_01368,1300,35,20,15,0.5714,1149.07,UPI
CUST_01369,1378,73,73,0,1.0,1619.22,Wallet
CUST_01370,418,72,64,8,0.8889,1188.73,Wallet
CUST_01371,1159,24,16,8,0.6667,1956.55,NetBanking
CUST_01372,869,46,20,26,0.4348,7318.76,UPI
CUST_01373,1101,13,3,10,0.2308,845.28,Card
CUST_01374,395,9,5,4,0.5556,713.73,UPI
CUST_01375,1024,29,11,18,0.3793,6184.61,UPI
CUST_01376,1199,54,47,7,0.8704,1907.36,NetBanking
CUST_01377,130,51,29,22,0.5686,1382.5,UPI
CUST_01378,56,31,29,2,0.9355,4573.04,Wallet
CUST_01379,193,64,59,5,0.9219,1445.3,UPI
CUST_01380,769,76,69,7,0.9079,7928.4,Wallet
CUST_01381,785,12,12,0,1.0,3549.45,NetBanking
CUST_01382,1113,10,4,6,0.4,1569.42,NetBanking
CUST_01383,189,32,25,7,0.7812,9997.75,UPI
CUST_01384,237,34,27,7,0.7941,1445.2,Wallet
CUST_01385,418,29,24,5,0.8276,3712.52,Card
CUST_01386,1197,27,25,2,0.9259,2723.04,Wallet
CUST_01387,246,78,45,33,0.5769,5492.94,Wallet
CUST_01388,1468,59,23,36,0.3898,6588.35,Card
CUST_01389,399,75,47,28,0.6267,2258.38,NetBanking
CUST_01390,1376,25,24,1,0.96,1303.24,Wallet
CUST_01391,751,45,33,12,0.7333,3047.21,NetBanking
CUST_01392,874,60,38,22,0.6333,1374.16,Card
CUST_01393,1183,74,35,39,0.473,9039.61,Wallet
CUST_01394,1156,37,22,15,0.5946,2429.83,Wallet
CUST_01395,946,55,16,39,0.2909,1710.04,UPI
CUST_01396,612,7,6,1,0.8571,2513.11,Card
CUST_01397,648,5,3,2,0.6,860.07,Card
CUST_01398,469,45,14,31,0.3111,1118.64,NetBanking
CUST_01399,1163,70,56,14,0.8,5116.83,Card
CUST_01400,223,9,9,0,1.0,1394.34,NetBanking
CUST_01401,349,22,14,8,0.6364,1061.21,NetBanking
CUST_01402,1222,36,17,19,0.4722,3215.24,NetBanking
CUST_01403,645,16,13,3,0.8125,5064.41,Wallet
CUST_01404,1195,32,32,0,1.0,3652.87,UPI
CUST_01405,694,66,30,36,0.4545,4434.78,Wallet
CUST_01406,1442,78,75,3,0.9615,1300.16,UPI
CUST_01407,1249,43,14,29,0.3256,816.26,Wallet
CUST_01408,190,12,8,4,0.6667,6316.58,NetBanking
CUST_01409,919,58,24,34,0.4138,1761.86,Card
CUST_01410,1366,6,6,0,1.0,1852.73,Wallet
CUST_01411,140,44,15,29,0.3409,5595.6,NetBanking
CUST_01412,1135,77,32,45,0.4156,3259.6,NetBanking
