transaction_id,amount,failure_reason,payment_method,attempt_number,historical_success_rate,risk_score,risk_level,revenue_at_risk,recovery_eligible
TXN_004879,496.73,bank_declined,Card,1,0.3485,0.4595,MEDIUM,496.73,True
TXN_004887,4520.47,bank_declined,Card,1,0.3968,0.5027,MEDIUM,4520.47,True
TXN_004888,5242.55,authentication_failure,Card,1,0.975,0.6841,HIGH,5242.55,True
TXN_004891,1519.05,network_error,Card,2,0.3117,0.433,MEDIUM,1519.05,True
TXN_004894,1722.06,bank_timeout,UPI,1,0.9178,0.6824,HIGH,1722.06,True
TXN_004895,3233.53,authentication_failure,UPI,1,0.8,0.5553,MEDIUM,3233.53,True
TXN_004901,2980.03,network_error,Wallet,1,0.4545,0.5446,MEDIUM,2980.03,True
TXN_004905,1161.41,bank_declined,Wallet,1,0.6933,0.574,MEDIUM,1161.41,True
TXN_004907,2647.66,authentication_failure,UPI,2,0.4054,0.4443,MEDIUM,2647.66,True
TXN_004910,2693.89,authentication_failure,UPI,2,1.0,0.5529,MEDIUM,2693.89,True
TXN_004911,8992.12,network_error,UPI,1,0.8824,0.6873,HIGH,8992.12,True
TXN_004915,2222.22,authentication_failure,Card,1,0.8333,0.6304,HIGH,2222.22,True
TXN_004917,1249.0,authentication_failure,Card,1,0.4333,0.5029,MEDIUM,1249.0,True
TXN_004920,4192.64,insufficient_funds,Wallet,2,0.4,0.4337,MEDIUM,4192.64,True
TXN_004926,368.01,network_error,UPI,1,0.5,0.531,MEDIUM,368.01,True
TXN_004931,5459.59,bank_declined,NetBanking,1,0.3077,0.4784,MEDIUM,5459.59,True
TXN_004941,1512.28,bank_declined,UPI,1,0.7727,0.6012,HIGH,1512.28,True
TXN_004943,2377.96,bank_declined,Card,2,0.4342,0.4456,MEDIUM,2377.96,True
TXN_004944,1182.47,bank_declined,UPI,2,0.6087,0.4188,MEDIUM,1182.47,True
TXN_004949,4415.22,network_error,UPI,1,0.5417,0.5759,MEDIUM,4415.22,True
TXN_004953,2393.94,authentication_failure,Card,1,1.0,0.6814,HIGH,2393.94,True
TXN_004954,1291.39,bank_timeout,UPI,1,0.9344,0.6837,HIGH,1291.39,True
TXN_004957,2836.88,bank_declined,Card,1,0.7368,0.5986,MEDIUM,2836.88,True
TXN_004958,4155.83,network_error,UPI,1,0.4468,0.5466,MEDIUM,4155.83,True
TXN_004964,1480.5,insufficient_funds,Card,1,0.5,0.5101,MEDIUM,1480.5,True
TXN_004968,1222.26,network_error,UPI,1,0.5,0.5466,MEDIUM,1222.26,True
TXN_004970,432.84,bank_timeout,UPI,1,0.6154,0.5737,MEDIUM,432.84,True
TXN_004974,3955.93,bank_declined,UPI,3,0.4242,0.3892,MEDIUM,3955.93,False
TXN_004975,927.89,bank_timeout,NetBanking,1,0.3333,0.499,MEDIUM,927.89,True
TXN_004981,1537.97,network_error,UPI,1,0.4848,0.5451,MEDIUM,1537.97,True
TXN_004984,830.34,bank_timeout,UPI,1,0.871,0.6589,HIGH,830.34,True
TXN_004986,11272.83,authentication_failure,UPI,1,0.96,0.6896,HIGH,11272.83,True
TXN_004987,11931.81,bank_declined,Wallet,1,0.6667,0.5963,MEDIUM,11931.81,True
TXN_004988,3407.3,authentication_failure,UPI,2,0.6667,0.526,MEDIUM,3407.3,True
TXN_004991,6723.26,bank_timeout,UPI,2,1.0,0.5948,MEDIUM,6723.26,True
TXN_004993,1565.22,bank_timeout,NetBanking,3,0.4615,0.4243,MEDIUM,1565.22,False
TXN_004994,4416.29,bank_declined,UPI,2,0.56,0.4914,MEDIUM,4416.29,True
TXN_004995,6420.22,network_error,Card,1,0.2727,0.5,MEDIUM,6420.22,True
TXN_005000,1977.27,network_error,UPI,1,0.6267,0.5909,MEDIUM,1977.27,True
TXN_005008,2952.08,bank_timeout,Wallet,1,0.6667,0.6141,HIGH,2952.08,True
TXN_005012,6841.39,authentication_failure,UPI,1,0.3889,0.5117,MEDIUM,6841.39,True
TXN_005013,6021.42,bank_timeout,UPI,2,0.7083,0.5759,MEDIUM,6021.42,True
TXN_005018,1049.16,bank_timeout,UPI,3,0.9375,0.5619,MEDIUM,1049.16,False
TXN_005024,3583.34,expired_card,Card,1,0.5122,0.5163,MEDIUM,3583.34,True
TXN_005040,1902.0,bank_declined,UPI,2,0.2857,0.3281,MEDIUM,1902.0,True
TXN_005047,13611.05,authentication_failure,UPI,1,0.7414,0.6264,HIGH,13611.05,True
TXN_005049,1770.53,bank_timeout,NetBanking,2,0.3714,0.4589,MEDIUM,1770.53,True
TXN_005052,371.08,bank_timeout,UPI,1,0.6393,0.5789,MEDIUM,371.08,True
TXN_005056,615.35,network_error,UPI,1,0.2308,0.4569,MEDIUM,615.35,True
TXN_005057,3391.7,bank_timeout,UPI,2,0.5714,0.5273,MEDIUM,3391.7,True
TXN_005064,3445.44,bank_declined,UPI,1,0.6429,0.573,MEDIUM,3445.44,True
TXN_005069,3810.44,bank_timeout,UPI,3,0.3649,0.4069,MEDIUM,3810.44,False
TXN_005074,659.1,bank_declined,NetBanking,1,0.3333,0.3886,MEDIUM,659.1,True
TXN_005075,2720.81,network_error,UPI,1,0.3333,0.507,MEDIUM,2720.81,True
TXN_005076,2082.97,bank_declined,UPI,1,0.7105,0.5867,MEDIUM,2082.97,True
TXN_005077,5644.82,bank_declined,Card,1,0.4,0.5066,MEDIUM,5644.82,True
TXN_005078,3217.41,bank_declined,UPI,1,0.3889,0.4959,MEDIUM,3217.41,True
TXN_005081,3412.64,network_error,UPI,1,0.6795,0.5438,MEDIUM,3412.64,True
TXN_005082,6064.59,network_error,NetBanking,1,0.3778,0.4608,MEDIUM,6064.59,True
TXN_005092,736.72,bank_declined,Wallet,1,0.8684,0.6206,HIGH,736.72,True
TXN_005096,4248.21,network_error,UPI,1,0.6792,0.6166,HIGH,4248.21,True
TXN_005101,5264.52,bank_declined,UPI,2,0.9221,0.5323,MEDIUM,5264.52,True
TXN_005119,418.92,bank_declined,Wallet,3,0.7692,0.4635,MEDIUM,418.92,False
TXN_005128,1835.83,network_error,UPI,1,0.4762,0.5448,MEDIUM,1835.83,True
TXN_005136,4854.71,authentication_failure,Card,1,0.3729,0.5025,MEDIUM,4854.71,True
TXN_005137,1408.97,bank_timeout,NetBanking,1,0.619,0.5902,MEDIUM,1408.97,True
TXN_005139,5983.43,network_error,UPI,1,0.8148,0.5918,MEDIUM,5983.43,True
TXN_005144,2881.28,bank_timeout,NetBanking,2,0.2667,0.4338,MEDIUM,2881.28,True
TXN_005148,2649.25,bank_declined,UPI,1,0.8462,0.5606,MEDIUM,2649.25,True
TXN_005149,4745.58,network_error,Card,1,0.3939,0.5325,MEDIUM,4745.58,True
TXN_005150,3170.79,bank_declined,UPI,2,0.898,0.5884,MEDIUM,3170.79,True
TXN_005158,2374.04,network_error,Card,1,0.7872,0.5714,MEDIUM,2374.04,True
TXN_005160,796.27,network_error,UPI,2,0.7895,0.5679,MEDIUM,796.27,True
TXN_005161,949.21,bank_declined,UPI,1,0.4559,0.5001,MEDIUM,949.21,True
TXN_005165,9852.19,network_error,Card,1,0.9091,0.6965,HIGH,9852.19,True
TXN_005166,2875.09,insufficient_funds,Wallet,2,0.9792,0.6025,HIGH,2875.09,True
TXN_005167,7569.43,authentication_failure,UPI,1,0.76,0.6244,HIGH,7569.43,True
TXN_005169,1699.09,bank_declined,UPI,1,0.4615,0.5094,MEDIUM,1699.09,True
TXN_005173,4086.52,network_error,UPI,1,0.8293,0.5911,MEDIUM,4086.52,True
TXN_005175,1286.3,expired_card,Card,1,0.5926,0.4571,MEDIUM,1286.3,True
TXN_005187,3084.86,bank_timeout,NetBanking,1,0.9114,0.6881,HIGH,3084.86,True
TXN_005200,2254.2,authentication_failure,UPI,1,0.9231,0.6575,HIGH,2254.2,True
TXN_005201,510.98,network_error,UPI,1,0.375,0.4978,MEDIUM,510.98,True
TXN_005204,4004.87,network_error,UPI,1,0.3286,0.4407,MEDIUM,4004.87,True
TXN_005205,1443.93,bank_timeout,UPI,1,0.4576,0.5421,MEDIUM,1443.93,True
TXN_005206,1639.5,expired_card,Card,1,0.64,0.5444,MEDIUM,1639.5,True
TXN_005211,943.84,bank_declined,UPI,3,0.4444,0.3766,MEDIUM,943.84,False
TXN_005219,8559.66,network_error,NetBanking,1,0.9231,0.6989,HIGH,8559.66,True
TXN_005223,1854.43,bank_timeout,UPI,1,0.963,0.697,HIGH,1854.43,True
TXN_005229,961.28,bank_declined,UPI,1,0.9737,0.5856,MEDIUM,961.28,True
TXN_005232,1921.28,authentication_failure,Card,1,0.3562,0.4854,MEDIUM,1921.28,True
TXN_005233,1382.83,bank_declined,Card,1,0.8485,0.6228,HIGH,1382.83,True
TXN_005236,1957.31,network_error,NetBanking,1,0.9286,0.6813,HIGH,1957.31,True
TXN_005243,969.75,bank_timeout,UPI,2,0.4507,0.4048,MEDIUM,969.75,True
TXN_005245,3361.48,bank_timeout,UPI,1,0.7213,0.6322,HIGH,3361.48,True
TXN_005254,3134.71,network_error,UPI,1,0.32,0.5049,MEDIUM,3134.71,True
TXN_005256,2604.6,bank_declined,Wallet,1,0.4909,0.5237,MEDIUM,2604.6,True
TXN_005260,3017.34,bank_declined,Card,1,0.4655,0.518,MEDIUM,3017.34,True
TXN_005261,4948.73,insufficient_funds,Card,1,0.7419,0.5984,MEDIUM,4948.73,True
TXN_005263,3192.88,authentication_failure,Card,1,0.5692,0.5559,MEDIUM,3192.88,True
TXN_005264,901.41,bank_declined,Card,2,0.8861,0.5685,MEDIUM,901.41,True
TXN_005267,5192.02,network_error,UPI,2,0.5417,0.518,MEDIUM,5192.02,True
TXN_005268,2403.55,bank_timeout,UPI,1,0.3333,0.5114,MEDIUM,2403.55,True
TXN_005269,829.05,network_error,UPI,2,0.431,0.4609,MEDIUM,829.05,True
TXN_005271,1386.68,authentication_failure,NetBanking,1,0.3333,0.4743,MEDIUM,1386.68,True
TXN_005276,1853.8,network_error,Card,2,0.6667,0.5421,MEDIUM,1853.8,True
TXN_005277,1636.7,network_error,UPI,2,0.5541,0.5067,MEDIUM,1636.7,True
TXN_005278,10886.22,bank_timeout,UPI,2,1.0,0.6711,HIGH,10886.22,True
TXN_005280,492.06,network_error,UPI,2,0.6883,0.4613,MEDIUM,492.06,True
TXN_005281,1435.79,bank_declined,UPI,1,0.8814,0.6331,HIGH,1435.79,True
TXN_005282,2713.73,bank_declined,NetBanking,1,0.6863,0.5829,MEDIUM,2713.73,True
TXN_005287,648.26,bank_timeout,NetBanking,1,0.5652,0.5639,MEDIUM,648.26,True
TXN_005289,3048.44,bank_timeout,UPI,1,0.6739,0.6167,HIGH,3048.44,True
TXN_005291,818.2,expired_card,Card,1,1.0,0.6434,HIGH,818.2,True
TXN_005293,593.17,insufficient_funds,Card,2,0.7778,0.5216,MEDIUM,593.17,True
TXN_005299,1452.77,bank_timeout,UPI,1,0.6364,0.5258,MEDIUM,1452.77,True
TXN_005300,1813.46,authentication_failure,UPI,1,0.4528,0.5136,MEDIUM,1813.46,True
TXN_005305,2202.35,bank_timeout,UPI,1,0.5143,0.5646,MEDIUM,2202.35,True
TXN_005307,1916.36,bank_declined,UPI,1,0.9286,0.6511,HIGH,1916.36,True
TXN_005309,1032.03,bank_declined,UPI,1,0.3636,0.4735,MEDIUM,1032.03,True
TXN_005313,1047.32,authentication_failure,Card,2,0.9615,0.5991,MEDIUM,1047.32,True
TXN_005322,3834.6,bank_timeout,Wallet,2,0.4615,0.496,MEDIUM,3834.6,True
TXN_005324,1266.15,network_error,UPI,2,0.9221,0.5437,MEDIUM,1266.15,True
TXN_005326,2159.68,bank_timeout,UPI,1,0.5323,0.5697,MEDIUM,2159.68,True
TXN_005327,10000.43,network_error,UPI,1,0.4286,0.4826,MEDIUM,10000.43,True
TXN_005333,2210.31,authentication_failure,Card,2,0.8462,0.5742,MEDIUM,2210.31,True
TXN_005334,4081.76,network_error,NetBanking,1,0.32,0.5083,MEDIUM,4081.76,True
TXN_005335,1919.65,network_error,Card,2,0.7963,0.5814,MEDIUM,1919.65,True
TXN_005336,2701.22,bank_timeout,UPI,1,0.5,0.563,MEDIUM,2701.22,True
TXN_005338,2484.63,bank_timeout,UPI,1,0.6136,0.5959,MEDIUM,2484.63,True
TXN_005340,2347.22,bank_timeout,Wallet,2,0.5122,0.5048,MEDIUM,2347.22,True
TXN_005346,2172.69,authentication_failure,UPI,1,1.0,0.6101,HIGH,2172.69,True
TXN_005347,1107.21,network_error,UPI,3,0.6667,0.4753,MEDIUM,1107.21,False
TXN_005348,2081.3,authentication_failure,UPI,3,0.4,0.3096,MEDIUM,2081.3,False
TXN_005351,2951.63,bank_timeout,UPI,2,0.6129,0.538,MEDIUM,2951.63,True
TXN_005352,1151.97,expired_card,Card,1,0.9091,0.6206,HIGH,1151.97,True
TXN_005363,4161.59,bank_timeout,Wallet,1,0.4167,0.5436,MEDIUM,4161.59,True
TXN_005367,8057.53,network_error,UPI,2,0.96,0.6492,HIGH,8057.53,True
TXN_005368,7971.16,network_error,UPI,1,0.9091,0.6938,HIGH,7971.16,True
TXN_005369,7065.06,bank_timeout,UPI,1,0.4,0.5455,MEDIUM,7065.06,True
TXN_005374,2041.38,authentication_failure,NetBanking,2,0.3333,0.4193,MEDIUM,2041.38,True
TXN_005376,2255.27,bank_timeout,Wallet,3,0.5,0.4406,MEDIUM,2255.27,False
TXN_005377,2037.99,bank_declined,UPI,2,0.8571,0.5704,MEDIUM,2037.99,True
TXN_005379,1493.21,bank_timeout,UPI,2,1.0,0.6452,HIGH,1493.21,True
TXN_005381,8785.51,insufficient_funds,Card,1,0.5455,0.547,MEDIUM,8785.51,True
TXN_005382,2156.58,insufficient_funds,Card,1,0.5,0.515,MEDIUM,2156.58,True
TXN_005383,2403.17,bank_timeout,UPI,1,0.4194,0.5372,MEDIUM,2403.17,True
TXN_005384,6209.12,bank_declined,Card,1,0.2917,0.4753,MEDIUM,6209.12,True
TXN_005386,4632.93,bank_declined,UPI,1,0.4828,0.5288,MEDIUM,4632.93,True
TXN_005390,2155.25,bank_timeout,UPI,1,0.5946,0.5884,MEDIUM,2155.25,True
TXN_005395,3208.0,network_error,UPI,1,0.7042,0.6205,HIGH,3208.0,True
TXN_005396,324.84,bank_declined,UPI,3,0.6667,0.4294,MEDIUM,324.84,False
TXN_005407,2534.72,authentication_failure,UPI,1,0.5,0.5321,MEDIUM,2534.72,True
TXN_005410,3090.78,authentication_failure,NetBanking,2,0.5185,0.4803,MEDIUM,3090.78,True
TXN_005414,949.73,insufficient_funds,Card,1,0.7,0.5643,MEDIUM,949.73,True
TXN_005421,3091.87,bank_declined,Card,1,0.76,0.6067,HIGH,3091.87,True
TXN_005426,2324.64,bank_declined,UPI,2,0.5541,0.4812,MEDIUM,2324.64,True
TXN_005429,989.39,network_error,UPI,1,0.2759,0.4766,MEDIUM,989.39,True
TXN_005435,745.62,bank_declined,UPI,1,0.6,0.5402,MEDIUM,745.62,True
TXN_005437,2515.04,bank_timeout,Wallet,1,0.44,0.544,MEDIUM,2515.04,True
TXN_005440,1819.54,bank_timeout,UPI,2,0.8667,0.6078,HIGH,1819.54,True
TXN_005444,5107.07,bank_declined,Wallet,1,1.0,0.6852,HIGH,5107.07,True
TXN_005449,1865.66,network_error,Wallet,3,0.3636,0.3912,MEDIUM,1865.66,False
TXN_005456,7335.48,insufficient_funds,Card,2,0.4,0.441,MEDIUM,7335.48,True
TXN_005460,1537.59,bank_timeout,UPI,1,0.55,0.5706,MEDIUM,1537.59,True
TXN_005462,967.54,bank_timeout,NetBanking,2,0.4306,0.4688,MEDIUM,967.54,True
TXN_005477,8315.73,bank_declined,Wallet,1,0.5556,0.5583,MEDIUM,8315.73,True
TXN_005481,1884.07,bank_timeout,UPI,1,0.7125,0.622,HIGH,1884.07,True
TXN_005483,8869.58,authentication_failure,UPI,1,0.5833,0.5734,MEDIUM,8869.58,True
TXN_005488,4210.38,authentication_failure,Card,1,0.9455,0.6024,HIGH,4210.38,True
TXN_005491,3853.57,authentication_failure,Card,1,0.8793,0.6514,HIGH,3853.57,True
TXN_005493,5407.44,expired_card,Card,2,0.4769,0.4511,MEDIUM,5407.44,True
TXN_005495,2966.92,bank_timeout,UPI,1,0.881,0.6785,HIGH,2966.92,True
TXN_005500,1496.97,authentication_failure,UPI,3,0.4576,0.3225,MEDIUM,1496.97,False
TXN_005501,2437.44,bank_timeout,UPI,2,0.6667,0.5516,MEDIUM,2437.44,True
TXN_005504,1731.55,network_error,UPI,1,0.9306,0.6803,HIGH,1731.55,True
TXN_005505,2001.47,bank_declined,UPI,1,0.4545,0.5094,MEDIUM,2001.47,True
TXN_005510,5411.77,authentication_failure,UPI,1,0.9846,0.6874,HIGH,5411.77,True
TXN_005511,1927.45,bank_declined,UPI,1,0.3143,0.4668,MEDIUM,1927.45,True
TXN_005513,3862.28,network_error,UPI,1,0.4722,0.5533,MEDIUM,3862.28,True
TXN_005520,2319.01,bank_timeout,UPI,1,0.4154,0.5356,MEDIUM,2319.01,True
TXN_005521,1097.57,network_error,UPI,1,0.5893,0.572,MEDIUM,1097.57,True
TXN_005524,2529.19,bank_timeout,UPI,1,0.8406,0.6643,HIGH,2529.19,True
TXN_005527,1804.38,authentication_failure,UPI,1,0.5,0.5277,MEDIUM,1804.38,True
TXN_005537,621.8,expired_card,Card,2,0.7368,0.5009,MEDIUM,621.8,True
TXN_005539,8850.55,bank_declined,UPI,1,0.5333,0.5524,MEDIUM,8850.55,True
TXN_005542,3220.27,authentication_failure,Card,1,0.6591,0.583,MEDIUM,3220.27,True
TXN_005543,717.81,bank_declined,Card,1,0.8,0.5997,MEDIUM,717.81,True
TXN_005547,9240.52,network_error,NetBanking,1,0.6,0.603,HIGH,9240.52,True
TXN_005548,1648.32,bank_timeout,UPI,2,0.4909,0.4938,MEDIUM,1648.32,True
TXN_005555,764.34,bank_declined,Card,2,0.7188,0.5162,MEDIUM,764.34,True
TXN_005558,1489.46,authentication_failure,UPI,1,0.775,0.5377,MEDIUM,1489.46,True
TXN_005563,3069.01,bank_declined,Card,1,0.3038,0.4698,MEDIUM,3069.01,True
TXN_005566,738.48,insufficient_funds,Card,2,0.7647,0.5205,MEDIUM,738.48,True
TXN_005567,1647.09,expired_card,Card,1,0.6622,0.5512,MEDIUM,1647.09,True
TXN_005571,4116.6,insufficient_funds,Wallet,1,0.9459,0.6572,HIGH,4116.6,True
TXN_005576,641.03,authentication_failure,UPI,2,0.6129,0.4881,MEDIUM,641.03,True
TXN_005582,1920.32,bank_declined,UPI,1,0.9362,0.6534,HIGH,1920.32,True
TXN_005583,3316.83,bank_timeout,UPI,3,1.0,0.5956,MEDIUM,3316.83,False
TXN_005587,9337.19,insufficient_funds,Card,1,0.8,0.6241,HIGH,9337.19,True
TXN_005588,852.44,authentication_failure,NetBanking,1,0.9259,0.6457,HIGH,852.44,True
TXN_005590,1250.51,authentication_failure,UPI,1,0.8261,0.6208,HIGH,1250.51,True
TXN_005592,1995.72,bank_timeout,Wallet,1,0.9259,0.6168,HIGH,1995.72,True
TXN_005597,4182.98,network_error,UPI,2,0.7576,0.5799,MEDIUM,4182.98,True
TXN_005599,10196.42,authentication_failure,Card,1,0.587,0.5764,MEDIUM,10196.42,True
TXN_005600,8074.43,insufficient_funds,Card,1,0.3673,0.4924,MEDIUM,8074.43,True
TXN_005604,548.2,network_error,UPI,1,0.551,0.5515,MEDIUM,548.2,True
TXN_005605,3354.67,bank_timeout,NetBanking,1,0.6364,0.5367,MEDIUM,3354.67,True
TXN_005617,1425.23,bank_timeout,UPI,1,0.4262,0.4625,MEDIUM,1425.23,True
TXN_005618,696.75,bank_timeout,UPI,1,0.5373,0.4865,MEDIUM,696.75,True
TXN_005621,1328.97,bank_timeout,UPI,1,0.8,0.6437,HIGH,1328.97,True
TXN_005622,2708.09,insufficient_funds,Card,1,0.7143,0.5823,MEDIUM,2708.09,True
TXN_005627,5410.7,insufficient_funds,Wallet,1,0.5714,0.4784,MEDIUM,5410.7,True
TXN_005630,2910.71,insufficient_funds,Card,1,0.7237,0.516,MEDIUM,2910.71,True
TXN_005632,1138.61,insufficient_funds,Card,1,0.3226,0.4535,MEDIUM,1138.61,True
TXN_005633,2277.94,network_error,UPI,1,1.0,0.6347,HIGH,2277.94,True
TXN_005636,1099.04,expired_card,Card,1,0.8333,0.5972,MEDIUM,1099.04,True
TXN_005638,1704.24,bank_timeout,UPI,1,0.3409,0.4392,MEDIUM,1704.24,True
TXN_005639,2637.02,expired_card,Card,2,0.375,0.3411,MEDIUM,2637.02,True
TXN_005644,2922.56,bank_timeout,UPI,2,1.0,0.654,HIGH,2922.56,True
TXN_005647,1541.34,bank_timeout,Wallet,2,0.5246,0.503,MEDIUM,1541.34,True
TXN_005649,2100.93,insufficient_funds,Card,2,0.7576,0.532,MEDIUM,2100.93,True
TXN_005659,3180.18,network_error,Card,1,0.5385,0.5706,MEDIUM,3180.18,True
TXN_005665,2792.2,bank_timeout,NetBanking,2,0.4658,0.4931,MEDIUM,2792.2,True
TXN_005666,3590.43,bank_timeout,NetBanking,1,0.8571,0.6038,HIGH,3590.43,True
TXN_005667,4438.35,bank_timeout,UPI,1,1.0,0.7194,CRITICAL,4438.35,True
TXN_005669,7624.81,bank_timeout,Wallet,2,0.3607,0.4747,MEDIUM,7624.81,True
TXN_005673,734.62,bank_timeout,UPI,1,0.8125,0.6397,HIGH,734.62,True
TXN_005676,3279.38,insufficient_funds,Card,1,1.0,0.6705,HIGH,3279.38,True
TXN_005678,1522.44,bank_timeout,UPI,3,0.9859,0.5113,MEDIUM,1522.44,False
TXN_005684,2767.55,bank_timeout,Wallet,3,0.7755,0.5259,MEDIUM,2767.55,False
TXN_005687,1091.98,expired_card,Card,1,0.8,0.5872,MEDIUM,1091.98,True
TXN_005689,1291.33,network_error,UPI,1,0.4677,0.5377,MEDIUM,1291.33,True
TXN_005690,5550.93,insufficient_funds,Card,2,0.8769,0.5804,MEDIUM,5550.93,True
TXN_005691,2217.8,bank_declined,Wallet,1,0.5968,0.5534,MEDIUM,2217.8,True
TXN_005693,2380.32,bank_timeout,UPI,2,0.64,0.5433,MEDIUM,2380.32,True
TXN_005694,4278.93,network_error,UPI,1,0.9571,0.7001,CRITICAL,4278.93,True
TXN_005698,4325.09,network_error,NetBanking,1,0.6744,0.6154,HIGH,4325.09,True
TXN_005702,10345.77,bank_timeout,UPI,1,0.6087,0.6131,HIGH,10345.77,True
TXN_005706,2373.32,bank_timeout,UPI,1,0.6812,0.6156,HIGH,2373.32,True
TXN_005707,3815.99,authentication_failure,Card,2,0.3409,0.3597,MEDIUM,3815.99,True
TXN_005710,9771.58,network_error,UPI,1,0.8214,0.6701,HIGH,9771.58,True
TXN_005711,2660.34,bank_declined,Card,1,1.0,0.6768,HIGH,2660.34,True
TXN_005712,3083.19,bank_timeout,UPI,1,0.9859,0.7104,CRITICAL,3083.19,True
TXN_005713,3083.24,bank_timeout,UPI,1,0.4,0.5347,MEDIUM,3083.24,True
TXN_005714,4890.45,insufficient_funds,Wallet,1,0.8868,0.6417,HIGH,4890.45,True
TXN_005715,1116.16,network_error,UPI,1,0.8723,0.6571,HIGH,1116.16,True
TXN_005716,501.09,bank_declined,Card,2,0.9231,0.572,MEDIUM,501.09,True
TXN_005718,1256.32,authentication_failure,UPI,3,0.3704,0.3641,MEDIUM,1256.32,False
TXN_005723,2237.64,bank_declined,UPI,1,0.8462,0.6284,HIGH,2237.64,True
TXN_005729,7687.43,insufficient_funds,Card,2,1.0,0.5516,MEDIUM,7687.43,True
TXN_005738,4547.07,bank_timeout,UPI,1,0.9459,0.7035,CRITICAL,4547.07,True
TXN_005743,3310.97,bank_declined,UPI,1,0.9014,0.65,HIGH,3310.97,True
TXN_005752,3394.41,network_error,NetBanking,1,0.6494,0.6047,HIGH,3394.41,True
TXN_005753,551.9,network_error,UPI,1,0.5385,0.5478,MEDIUM,551.9,True
TXN_005754,445.2,insufficient_funds,Card,1,0.8987,0.6141,HIGH,445.2,True
TXN_005755,3033.12,bank_declined,Card,1,0.3462,0.4823,MEDIUM,3033.12,True
TXN_005756,2687.88,bank_timeout,UPI,2,0.8421,0.5355,MEDIUM,2687.88,True
TXN_005760,3041.18,network_error,Card,1,0.4375,0.5397,MEDIUM,3041.18,True
TXN_005764,1662.09,insufficient_funds,Card,1,0.8772,0.6248,HIGH,1662.09,True
TXN_005766,2354.22,bank_declined,Card,1,0.8,0.6152,HIGH,2354.22,True
TXN_005770,6596.28,network_error,NetBanking,1,0.8784,0.6821,HIGH,6596.28,True
TXN_005772,9247.55,expired_card,Card,1,0.4744,0.5173,MEDIUM,9247.55,True
TXN_005773,7031.55,network_error,Card,1,0.931,0.6987,HIGH,7031.55,True
TXN_005777,2215.39,bank_timeout,NetBanking,2,0.9167,0.6254,HIGH,2215.39,True
TXN_005780,360.37,authentication_failure,Card,1,0.7872,0.5229,MEDIUM,360.37,True
TXN_005781,5342.28,bank_declined,UPI,2,0.6471,0.52,MEDIUM,5342.28,True
TXN_005784,10703.15,authentication_failure,UPI,2,0.8571,0.598,MEDIUM,10703.15,True
TXN_005787,5561.84,authentication_failure,Card,2,0.9091,0.6051,HIGH,5561.84,True
TXN_005791,1267.11,network_error,Card,1,0.5946,0.5755,MEDIUM,1267.11,True
TXN_005795,4662.97,bank_declined,Card,1,0.4416,0.5165,MEDIUM,4662.97,True
TXN_005798,4703.75,network_error,NetBanking,3,0.5789,0.4678,MEDIUM,4703.75,False
TXN_005803,3174.53,bank_declined,NetBanking,1,0.3953,0.4976,MEDIUM,3174.53,True
TXN_005805,1548.28,network_error,NetBanking,1,0.5,0.5497,MEDIUM,1548.28,True
TXN_005807,4175.61,authentication_failure,UPI,1,1.0,0.6886,HIGH,4175.61,True
TXN_005809,472.11,bank_timeout,UPI,1,0.8667,0.6503,HIGH,472.11,True
TXN_005813,1729.62,bank_timeout,NetBanking,2,0.4706,0.4883,MEDIUM,1729.62,True
TXN_005816,1541.2,bank_declined,NetBanking,1,0.8571,0.6268,HIGH,1541.2,True
TXN_005824,3690.29,bank_declined,UPI,1,0.4091,0.5037,MEDIUM,3690.29,True
TXN_005831,1240.86,authentication_failure,Card,1,0.875,0.6353,HIGH,1240.86,True
TXN_005832,4458.43,bank_declined,NetBanking,1,0.4265,0.4414,MEDIUM,4458.43,True
TXN_005835,790.47,bank_declined,Card,1,0.6667,0.561,MEDIUM,790.47,True
TXN_005847,2650.48,authentication_failure,UPI,1,0.9375,0.664,HIGH,2650.48,True
TXN_005848,1120.73,network_error,Card,2,0.6,0.5155,MEDIUM,1120.73,True
TXN_005849,3849.92,bank_timeout,UPI,1,0.625,0.6051,HIGH,3849.92,True
TXN_005860,2703.61,bank_timeout,UPI,2,0.8267,0.601,HIGH,2703.61,True
TXN_005864,3379.48,bank_declined,UPI,1,0.3636,0.4889,MEDIUM,3379.48,True
TXN_005870,2823.51,network_error,Card,1,0.625,0.595,MEDIUM,2823.51,True
TXN_005875,1223.47,network_error,UPI,1,0.9863,0.6925,HIGH,1223.47,True
TXN_005877,2257.81,bank_declined,NetBanking,2,0.4648,0.4541,MEDIUM,2257.81,True
TXN_005878,1402.97,authentication_failure,UPI,2,0.7,0.5244,MEDIUM,1402.97,True
TXN_005881,8082.89,network_error,UPI,1,0.589,0.5979,MEDIUM,8082.89,True
TXN_005885,3015.69,network_error,Card,1,0.9836,0.7035,CRITICAL,3015.69,True
TXN_005888,3646.49,bank_declined,UPI,1,0.6429,0.5737,MEDIUM,3646.49,True
TXN_005889,3140.0,expired_card,Card,1,0.9718,0.6525,HIGH,3140.0,True
TXN_005890,5995.36,expired_card,Card,1,0.3492,0.4741,MEDIUM,5995.36,True
TXN_005896,559.18,bank_timeout,UPI,2,0.9091,0.6052,HIGH,559.18,True
