transaction_id,amount,failure_reason,attempt_number,risk_score,risk_level,root_cause,cause_category,cause_nature,root_cause_confidence,recovery_direction,recovery_probability,decision,decision_confidence,status,recovered_amount,escalation_required,escalation_reason,action_count
TXN_005165,9852.19,network_error,1,0.6965,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7954,retry_now,0.9,recovered,9852.19,False,,6
TXN_005166,2875.09,insufficient_funds,2,0.6025,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2601,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005167,7569.43,authentication_failure,1,0.6244,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5247,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005169,1699.09,bank_declined,1,0.5094,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4327,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005173,4086.52,network_error,1,0.5911,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8024,retry_now,0.9,recovered,4086.52,False,,6
TXN_005175,1286.3,expired_card,1,0.4571,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.2864,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005187,3084.86,bank_timeout,1,0.6881,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.811,retry_now,0.9,recovered,3084.86,False,,6
TXN_005200,2254.2,authentication_failure,1,0.6575,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.6182,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005201,510.98,network_error,1,0.4978,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.6658,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005204,4004.87,network_error,1,0.4407,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.6541,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005205,1443.93,bank_timeout,1,0.5421,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7453,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005206,1639.5,expired_card,1,0.5444,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.3194,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005211,943.84,bank_declined,3,0.3766,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.94,alternate_payment,0.0806,alternate_payment,0.95,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005219,8559.66,network_error,1,0.6989,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7976,retry_now,0.9,recovered,8559.66,False,,6
TXN_005223,1854.43,bank_timeout,1,0.697,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8782,retry_now,0.9,recovered,1854.43,False,,6
TXN_005229,961.28,bank_declined,1,0.5856,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6415,alternate_payment,0.92,recovered,961.28,False,,6
TXN_005232,1921.28,authentication_failure,1,0.4854,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.2923,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005233,1382.83,bank_declined,1,0.6228,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5293,alternate_payment,0.92,recovered,1382.83,False,,6
TXN_005236,1957.31,network_error,1,0.6813,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8088,retry_now,0.9,recovered,1957.31,False,,6
TXN_005243,969.75,bank_timeout,2,0.4048,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.4757,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_005245,3361.48,bank_timeout,1,0.6322,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7777,retry_now,0.9,recovered,3361.48,False,,6
TXN_005254,3134.71,network_error,1,0.5049,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.6566,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005256,2604.6,bank_declined,1,0.5237,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4636,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005260,3017.34,bank_declined,1,0.518,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005261,4948.73,insufficient_funds,1,0.5984,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.3455,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005263,3192.88,authentication_failure,1,0.5559,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4038,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005264,901.41,bank_declined,2,0.5685,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3001,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005267,5192.02,network_error,2,0.518,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.505,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005268,2403.55,bank_timeout,1,0.5114,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6538,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005269,829.05,network_error,2,0.4609,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.4296,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_005271,1386.68,authentication_failure,1,0.4743,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3299,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005276,1853.8,network_error,2,0.5421,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.4927,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_005277,1636.7,network_error,2,0.5067,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.4809,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_005278,10886.22,bank_timeout,2,0.6711,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.705,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005280,492.06,network_error,2,0.4613,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.5293,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005281,1435.79,bank_declined,1,0.6331,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6315,alternate_payment,0.92,recovered,1435.79,False,,6
TXN_005282,2713.73,bank_declined,1,0.5829,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4991,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005287,648.26,bank_timeout,1,0.5639,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.679,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005289,3048.44,bank_timeout,1,0.6167,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7847,retry_now,0.9,recovered,3048.44,False,,6
TXN_005291,818.2,expired_card,1,0.6434,HIGH,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.4351,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005293,593.17,insufficient_funds,2,0.5216,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.1672,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005299,1452.77,bank_timeout,1,0.5258,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.789,retry_now,0.9,recovered,1452.77,False,,6
TXN_005300,1813.46,authentication_failure,1,0.5136,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4317,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005305,2202.35,bank_timeout,1,0.5646,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.73,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005307,1916.36,bank_declined,1,0.6511,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.627,alternate_payment,0.92,recovered,1916.36,False,,6
TXN_005309,1032.03,bank_declined,1,0.4735,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3763,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005313,1047.32,authentication_failure,2,0.5991,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3495,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005322,3834.6,bank_timeout,2,0.496,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.4443,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_005324,1266.15,network_error,2,0.5437,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.6869,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005326,2159.68,bank_timeout,1,0.5697,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7822,retry_now,0.9,recovered,2159.68,False,,6
TXN_005327,10000.43,network_error,1,0.4826,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7139,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005333,2210.31,authentication_failure,2,0.5742,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.3159,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005334,4081.76,network_error,1,0.5083,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.604,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005335,1919.65,network_error,2,0.5814,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.5769,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005336,2701.22,bank_timeout,1,0.563,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7213,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005338,2484.63,bank_timeout,1,0.5959,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7636,retry_now,0.9,recovered,2484.63,False,,6
TXN_005340,2347.22,bank_timeout,2,0.5048,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.5698,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005346,2172.69,authentication_failure,1,0.6101,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.6757,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005347,1107.21,network_error,3,0.4753,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,persistent,0.93,escalate,0.305,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_005348,2081.3,authentication_failure,3,0.3096,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.91,customer_action,0.0729,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_005351,2951.63,bank_timeout,2,0.538,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.5589,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005352,1151.97,expired_card,1,0.6206,HIGH,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.4157,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005363,4161.59,bank_timeout,1,0.5436,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7096,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005367,8057.53,network_error,2,0.6492,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.6682,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005368,7971.16,network_error,1,0.6938,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.849,retry_now,0.9,recovered,7971.16,False,,6
TXN_005369,7065.06,bank_timeout,1,0.5455,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6776,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005374,2041.38,authentication_failure,2,0.4193,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.1404,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005376,2255.27,bank_timeout,3,0.4406,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate,0.2729,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_005377,2037.99,bank_declined,2,0.5704,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3611,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005379,1493.21,bank_timeout,2,0.6452,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.7169,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005381,8785.51,insufficient_funds,1,0.547,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2462,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005382,2156.58,insufficient_funds,1,0.515,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.221,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005383,2403.17,bank_timeout,1,0.5372,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.703,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005384,6209.12,bank_declined,1,0.4753,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.33,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005386,4632.93,bank_declined,1,0.5288,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4111,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005390,2155.25,bank_timeout,1,0.5884,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.782,retry_now,0.9,recovered,2155.25,False,,6
TXN_005395,3208.0,network_error,1,0.6205,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8022,retry_now,0.9,recovered,3208.0,False,,6
TXN_005396,324.84,bank_declined,3,0.4294,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.94,alternate_payment,0.107,alternate_payment,0.95,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005407,2534.72,authentication_failure,1,0.5321,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.476,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005410,3090.78,authentication_failure,2,0.4803,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.1654,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005414,949.73,insufficient_funds,1,0.5643,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.3471,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005421,3091.87,bank_declined,1,0.6067,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4981,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005426,2324.64,bank_declined,2,0.4812,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.2128,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005429,989.39,network_error,1,0.4766,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.5978,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005435,745.62,bank_declined,1,0.5402,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4798,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005437,2515.04,bank_timeout,1,0.544,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7384,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005440,1819.54,bank_timeout,2,0.6078,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.6613,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005444,5107.07,bank_declined,1,0.6852,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6732,alternate_payment,0.92,recovered,5107.07,False,,6
TXN_005449,1865.66,network_error,3,0.3912,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,persistent,0.93,escalate,0.1805,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_005456,7335.48,insufficient_funds,2,0.441,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.0956,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005460,1537.59,bank_timeout,1,0.5706,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7624,retry_now,0.9,recovered,1537.59,False,,6
TXN_005462,967.54,bank_timeout,2,0.4688,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.3935,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_005477,8315.73,bank_declined,1,0.5583,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4913,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005481,1884.07,bank_timeout,1,0.622,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.7793,retry_now,0.9,recovered,1884.07,False,,6
TXN_005483,8869.58,authentication_failure,1,0.5734,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4531,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005488,4210.38,authentication_failure,1,0.6024,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.6145,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005491,3853.57,authentication_failure,1,0.6514,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5641,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005493,5407.44,expired_card,2,0.4511,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.1027,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005495,2966.92,bank_timeout,1,0.6785,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8286,retry_now,0.9,recovered,2966.92,False,,6
TXN_005500,1496.97,authentication_failure,3,0.3225,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.91,customer_action,0.0957,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_005501,2437.44,bank_timeout,2,0.5516,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.558,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005504,1731.55,network_error,1,0.6803,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.8546,retry_now,0.9,recovered,1731.55,False,,6
TXN_005505,2001.47,bank_declined,1,0.5094,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3811,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005510,5411.77,authentication_failure,1,0.6874,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.6273,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005511,1927.45,bank_declined,1,0.4668,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.3484,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005513,3862.28,network_error,1,0.5533,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7133,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005520,2319.01,bank_timeout,1,0.5356,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.6987,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005521,1097.57,network_error,1,0.572,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7618,retry_now,0.9,recovered,1097.57,False,,6
TXN_005524,2529.19,bank_timeout,1,0.6643,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8667,retry_now,0.9,recovered,2529.19,False,,6
TXN_005527,1804.38,authentication_failure,1,0.5277,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4703,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005537,621.8,expired_card,2,0.5009,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.1457,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005539,8850.55,bank_declined,1,0.5524,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.4469,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005542,3220.27,authentication_failure,1,0.583,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4456,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005543,717.81,bank_declined,1,0.5997,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.5627,alternate_payment,0.92,recovered,717.81,False,,6
TXN_005547,9240.52,network_error,1,0.603,HIGH,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.6954,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005548,1648.32,bank_timeout,2,0.4938,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,potentially_persistent,0.92,retry,0.4866,send_reminder,0.76,awaiting_customer_action,0.0,False,,6
TXN_005555,764.34,bank_declined,2,0.5162,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.2317,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005558,1489.46,authentication_failure,1,0.5377,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5714,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005563,3069.01,bank_declined,1,0.4698,MEDIUM,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.306,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005566,738.48,insufficient_funds,2,0.5205,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.1511,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005567,1647.09,expired_card,1,0.5512,MEDIUM,Payment card has expired,PAYMENT_INSTRUMENT,persistent,0.98,alternate_payment,0.2808,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005571,4116.6,insufficient_funds,1,0.6572,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.4474,alternate_payment,0.92,recovery_failed,0.0,False,Alternate payment attempt failed.,6
TXN_005576,641.03,authentication_failure,2,0.4881,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.2404,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005582,1920.32,bank_declined,1,0.6534,HIGH,Bank declined the payment,BANK_DECLINE,potentially_persistent,0.91,alternate_payment,0.6619,alternate_payment,0.92,recovered,1920.32,False,,6
TXN_005583,3316.83,bank_timeout,3,0.5956,MEDIUM,Bank or issuer timeout,BANK_OR_NETWORK,persistent,0.95,escalate,0.4555,stop,0.96,stopped,0.0,False,Maximum automated retry threshold has been reached.,5
TXN_005587,9337.19,insufficient_funds,1,0.6241,HIGH,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.3411,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005588,852.44,authentication_failure,1,0.6457,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5625,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005590,1250.51,authentication_failure,1,0.6208,HIGH,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.5437,send_reminder,0.86,awaiting_customer_action,0.0,False,,6
TXN_005592,1995.72,bank_timeout,1,0.6168,HIGH,Bank or issuer timeout,BANK_OR_NETWORK,temporary,0.92,retry,0.8787,retry_now,0.9,recovered,1995.72,False,,6
TXN_005597,4182.98,network_error,2,0.5799,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,potentially_persistent,0.9,retry,0.5602,retry_later,0.82,retry_scheduled,0.0,False,,6
TXN_005599,10196.42,authentication_failure,1,0.5764,MEDIUM,Payment authentication failed,AUTHENTICATION,potentially_persistent,0.88,customer_action,0.4542,stop,0.84,stopped,0.0,False,Low recovery probability and customer action is required.,5
TXN_005600,8074.43,insufficient_funds,1,0.4924,MEDIUM,Insufficient customer funds,CUSTOMER_FUNDS,potentially_persistent,0.94,alternate_payment,0.2127,stop,0.88,stopped,0.0,False,Low recovery probability combined with a payment-instrument issue.,5
TXN_005604,548.2,network_error,1,0.5515,MEDIUM,Payment network connectivity failure,BANK_OR_NETWORK,temporary,0.9,retry,0.7403,retry_later,0.82,retry_scheduled,0.0,False,,6
